id,concepts
1338,Concept PEACE
1339,Concept MORNING
1340,Concept WITH
1342,Concept SUMMER
1343,Concept SUN
1344,Concept RAM
1345,Concept EWE
1346,Concept THROAT
1347,Concept NAPE (OF NECK)
1348,Concept BOAR
1349,Concept CHURCH
1350,Concept MONKEY
1351,Concept SOW (FEMALE PIG)
1352,Concept KNIFE
1353,Concept HOUR
1354,Concept NEXT
1355,Concept LAUGH
1356,Concept NUMBER
1357,Concept DAUGHTER
1358,Concept ENEMY
1359,Concept SEPARATE
1360,Concept DUCK
1361,Concept TOOL
1362,Concept STREET
1363,Concept VOICE
1364,Concept HEALTHY
1365,Concept KITCHEN
1366,Concept BOY
1367,Concept CROSS
1368,Concept BREAD
1369,Concept GOLD
1370,Concept MONTH
1371,Concept KNEE
1372,Concept MEDICINE
1373,Concept TEA
1374,Concept RING
1375,Concept WINDOW
1376,Concept NOW
1377,Concept VISIT
1378,Concept SPOON
1379,Concept TELEPHONE
1380,Concept TOOTH
1381,Concept SHOE
1382,Concept NEEDLE (FOR SEWING)
1383,Concept GRANDFATHER
1384,Concept SECOND
1385,Concept PEPPER
1386,Concept LION
1387,Concept ARRIVE
1388,Concept SHADE
1389,Concept TOE
1390,Concept WRONG
1391,Concept TOWN
1392,Concept LOUSE
1393,Concept HORN (ANATOMY)
1394,Concept BONE
1395,Concept ROUND
1396,Concept SHARP
1397,Concept DULL
1398,Concept DRY
1399,Concept CLAY
1400,Concept THIN (SLIM)
1401,Concept DRINK
1402,Concept BREAST
1403,Concept BITE
1404,Concept STRAIGHT
1405,Concept NAME
1406,Concept FAR
1407,Concept BREATHE
1408,Concept HEAR
1409,Concept SEE
1410,Concept KNOW (SOMETHING)
1411,Concept LIE (REST)
1413,Concept PLAY
1414,Concept SQUEEZE
1415,Concept THINK (REFLECT)
1416,Concept SIT
1417,Concept KILL
1418,Concept DIG
1419,Concept FEAR (BE AFRAID)
1420,Concept COUNT
1421,Concept SUCK
1422,Concept BE ALIVE
1423,Concept FIGHT
1424,Concept YELLOW
1425,Concept GREEN
1426,Concept EXPENSIVE
1427,Concept BEAUTIFUL
1428,Concept BURNING
1429,Concept FULL
1430,Concept STAR
1431,Concept FREEZE
1432,Concept CUT
1433,Concept HIT
1434,Concept STAB
1435,Concept HUNT
1436,Concept SCRATCH
1437,Concept SPLIT
1439,Concept SWIM
1440,Concept SPIT
1441,Concept FLY (MOVE THROUGH AIR)
1442,Concept STAND
1443,Concept WALK
1444,Concept TURN AROUND
1445,Concept TURN (SOMETHING)
1446,Concept COME
1447,Concept GIVE
1448,Concept HOLD
1449,Concept RUB
1450,Concept ROOM
1451,Concept SMILE
1452,Concept PUSH
1453,Concept WASH
1454,Concept WIPE
1455,Concept PULL
1456,Concept THROW
1457,Concept SEW
1458,Concept SAY
1459,Concept IF
1460,Concept IN
1461,Concept AT
1462,Concept POT
1463,Concept DRUNK
1464,Concept LADDER
1465,Concept BOX
1467,Concept CIRCLE
1468,Concept LOOK FOR
1469,Concept WEEK
1470,Concept FOLD
1471,Concept WINTER
1472,Concept KEY
1473,Concept FIST
1474,Concept SEA
1475,Concept COMB
1476,Concept CHAIR
1477,Concept KEEP
1478,Concept WITHOUT
1479,Concept DOLPHIN
1480,Concept BODY
1481,Concept HAMMER
1482,Concept SHOULDER
1483,Concept NINE
1484,Concept OIL (ORGANIC SUBSTANCE)
1485,Concept BELOW OR UNDER
1486,Concept PLANT (SOMETHING)
1487,Concept POUR
1488,Concept FAUCET
1489,Concept CLOUD
1490,Concept RAT
1491,Concept MOUSE
1493,Concept ONE
1494,Concept DIE
1495,Concept HAPPY
1496,Concept GRANDMOTHER
1497,Concept POSTCARD
1498,Concept TWO
1500,Concept FOUR
1501,Concept BORE
1502,Concept GOAT
1503,Concept SALIVA
1504,Concept FLY (INSECT)
1505,Concept SPERM
1506,Concept MEASURE
1507,Concept FRUIT
1508,Concept KING
1509,Concept MOSQUITO
1510,Concept CHIN
1511,Concept ROOSTER
1513,Concept THINK (BELIEVE)
1514,Concept HEN
1515,Concept TEN
1517,Concept WASP
1518,Concept STUPID
1519,Concept RUN
1520,Concept CRUSH
1521,Concept SEEM
1522,Concept SOCK
1523,Concept FORGET
1524,Concept WINE
1525,Concept COAST
1526,Concept MEAL
1527,Concept TICK
1528,Concept FORGIVE
1529,Concept LAST (FINAL)
1530,Concept BOWL
1531,Concept BRANCH
1533,Concept BE HUNGRY
1534,Concept FEVER
1535,Concept SWORD
1536,Concept UNDERSTAND
1537,Concept SPRINGTIME
1538,Concept SCORPION
1539,Concept BASKET
1540,Concept EYELASH
1541,Concept CULTIVATE
1542,Concept ACCOMPANY
1543,Concept SNAIL
1544,Concept SOMETIMES
1545,Concept HOST
1546,Concept TWICE
1547,Concept SOUP
1548,Concept UGLY
1550,Concept PREVENT
1551,Concept FEMALE
1553,Concept MALE
1554,Concept MAN
1555,Concept CHAMELEON
1556,Concept YOLK
1557,Concept BEGINNING
1558,Concept SIMILAR
1559,Concept MONEY
1560,Concept FACE
1561,Concept ARMY
1562,Concept MIND
1563,Concept PYTHON
1564,Concept LAZY
1565,Concept HEAVEN
1566,Concept GUN
1567,Concept DOOR
1568,Concept ARRANGE
1569,Concept CHEESE
1571,Concept SELL
1572,Concept SURPRISED
1573,Concept SWELL
1574,Concept FLOAT
1575,Concept COCKROACH
1576,Concept PILE UP
1577,Concept AND
1578,Concept IGUANA
1579,Concept BE
1580,Concept ONLY
1583,Concept BRAIN
1584,Concept BLISTER
1585,Concept SLEEP
1586,Concept SMELL (PERCEIVE)
1587,Concept SMELL (STINK)
1588,Concept TURN
1589,Concept HUMMINGBIRD
1590,Concept WAIT (FOR)
1591,Concept UP
1592,Concept CHEST
1593,Concept DEEP
1594,Concept FLOUR
1595,Concept SOUTH
1596,Concept LOCK
1597,Concept AIRPLANE
1598,Concept NORTH
1599,Concept WORD
1600,Concept SKIRT
1601,Concept WEAK
1602,Concept WAKE UP
1603,Concept MOSQUE
1604,Concept TEMPLES
1605,Concept SKULL
1606,Concept INSIDE
1607,Concept HATE
1608,Concept LISTEN
1609,Concept IDEA
1610,Concept PROSTITUTE
1611,Concept INVITE
1612,Concept LETTER
1613,Concept COLOR
1614,Concept SUMMIT
1615,Concept ESCAPE
1616,Concept CLOTH
1617,Concept GRANDCHILD
1618,Concept GRANDSON
1619,Concept GRANDDAUGHTER
1620,Concept SON
1621,Concept SNEEZE
1622,Concept SHIRT
1623,Concept SPEAK
1624,Concept EMPTY
1625,Concept DEAD
1626,Concept EXPLAIN
1627,Concept CHAIN
1628,Concept SQUIRREL
1629,Concept EVENING
1630,Concept MACAW
1631,Concept FAST
1632,Concept FLOOR
1633,Concept FLAT
1634,Concept HUNDRED
1635,Concept OBEY
1638,Concept TRUTH
1639,Concept BEER
1640,Concept SIBLING
1641,Concept SILK
1642,Concept NIECE
1643,Concept COUSIN
1644,Concept RELATIVES
1645,Concept SHORT
1646,Concept GIRL
1647,Concept FOAL
1648,Concept ANVIL
1649,Concept SIT DOWN
1650,Concept WATCH
1651,Concept TEAR (OF EYE)
1652,Concept INSTEAD
1653,Concept BLIND
1654,Concept LIGHTNING
1655,Concept BLINK
1656,Concept NEVER
1657,Concept TRUE
1659,Concept DOLL
1660,Concept LOSE
1662,Concept CAPE
1663,Concept BED
1664,Concept RAFT
1665,Concept BEAT
1666,Concept MUTE
1667,Concept HOLE
1668,Concept GRIEF
1669,Concept ANCESTORS
1670,Concept RAPIDS
1671,Concept TOWER
1672,Concept WRITE
1673,Concept ARM
1674,Concept POOR
1675,Concept PROMISE
1676,Concept ALWAYS
1677,Concept WORKSHOP
1678,Concept HUT
1679,Concept LOAD
1680,Concept HELMET
1681,Concept WAIST
1682,Concept GUILTY
1683,Concept BUSH
1684,Concept BUD
1685,Concept AFTER
1686,Concept BEHIND
1687,Concept PRAISE
1689,Concept SMOKE (INHALE)
1690,Concept FENCE
1692,Concept FRIDAY
1693,Concept THURSDAY
1694,Concept WEDNESDAY
1695,Concept TUESDAY
1696,Concept SURRENDER
1697,Concept MONDAY
1699,Concept SUNDAY
1700,Concept SATURDAY
1702,Concept HOLY
1703,Concept SIX
1704,Concept SEVEN
1705,Concept EIGHT
1706,Concept ELEVEN
1707,Concept TWELVE
1708,Concept THIRTEEN
1709,Concept FIFTEEN
1710,Concept TWENTY
1711,Concept TELL
1712,Concept OATH
1713,Concept EIGHTEEN
1714,Concept NINETEEN
1715,Concept THIRTY
1716,Concept FORTY
1717,Concept FIFTY
1718,Concept SIXTY
1719,Concept BURY
1720,Concept SIGN
1721,Concept SEVENTY
1722,Concept EIGHTY
1723,Concept RESULT IN
1724,Concept NINETY
1725,Concept CORRECT (RIGHT)
1726,Concept WET
1728,Concept ROTTEN
1729,Concept PLAIT OR BRAID OR WEAVE
1730,Concept CHEEK
1731,Concept MORTAR BINDER
1732,Concept SKY
1733,Concept RAINBOW
1734,Concept TWENTY ONE
1735,Concept TEAR (SHRED)
1736,Concept TWENTY FOUR
1737,Concept OKRA
1738,Concept TWENTY FIVE
1739,Concept DECORATE
1740,Concept PINE
1741,Concept ABOVE
1742,Concept TRAVERSE
1743,Concept JOIN
1744,Concept SPLEEN
1745,Concept HIP
1746,Concept BLADDER
1747,Concept CUSTOM
1748,Concept RIDGE
1749,Concept TAKE
1750,Concept CHOOSE
1752,Concept LEAVE
1753,Concept TOP
1754,Concept BRACELET
1755,Concept UNDRESS
1756,Concept WIDOW
1757,Concept TIRED
1758,Concept OLDER SISTER
1759,Concept OLDER BROTHER
1760,Concept YOUNGER BROTHER
1761,Concept YOUNGER SISTER
1762,Concept STONE (OF FRUIT)
1763,Concept CLUB
1764,Concept OBSCURE
1765,Concept IN VAIN
1766,Concept FINISH
1767,Concept SCRAPE
1768,Concept FOAM
1769,Concept AXLE
1770,Concept CARCASS
1771,Concept TASTELESS
1772,Concept ELK
1773,Concept GRAVE
1774,Concept STINGY
1775,Concept TABLE
1776,Concept SHAME
1777,Concept RESEMBLE
1778,Concept APPROACH
1779,Concept DARE
1780,Concept BILE
1781,Concept THUMB
1782,Concept GUEST
1783,Concept PAIN
1784,Concept WANT
1785,Concept HAVE SEX
1786,Concept DRY UP
1787,Concept LOOM
1788,Concept TELEVISION
1789,Concept AGE
1790,Concept LICENSE PLATE
1791,Concept BUTTERFLY
1792,Concept PERJURY
1793,Concept BAT
1794,Concept FURROW
1795,Concept BANANA TREE
1796,Concept SLAUGHTER
1798,Concept GUNPOWDER
1799,Concept HYENA
1801,Concept CHILD (DESCENDANT)
1802,Concept SCREW
1803,Concept WOOD
1804,Concept BOMB
1805,Concept INJECTION
1806,Concept BEGIN
1807,Concept AFTERNOON
1808,Concept PUS
1809,Concept PIMPLE
1810,Concept DANGER
1811,Concept SOUND OR NOISE
1812,Concept TRY
1813,Concept TASTY
1814,Concept ACCUSE
1815,Concept ACHE
1816,Concept BESIDE
1817,Concept WEST
1818,Concept ADJUDICATE
1819,Concept LOOK
1820,Concept BEAR
1821,Concept BRUSH
1823,Concept BORROW
1824,Concept DEXTEROUS
1825,Concept COPPER
1826,Concept ANGRY
1827,Concept HARVEST CROPS
1828,Concept ASK (REQUEST)
1829,Concept JUMP
1830,Concept CRANE
1831,Concept MEET
1832,Concept SIBLING-IN-LAW
1833,Concept DINNER (SUPPER)
1834,Concept SHE
1835,Concept MARROW
1836,Concept VAGINA
1837,Concept VULVA
1838,Concept NAVEL
1839,Concept CRY
1840,Concept BUILD
1841,Concept SUSPECT
1843,Concept THOUSAND
1844,Concept BOAT
1845,Concept BALL
1846,Concept RULE
1847,Concept SICK
1848,Concept QUARREL
1849,Concept ROW
1850,Concept COTTON
1851,Concept POCKET
1852,Concept OFTEN
1853,Concept DOVE
1854,Concept SPARROW
1855,Concept BIRCH
1856,Concept SOFT
1857,Concept CROCODILE
1858,Concept FISHERMAN
1859,Concept THIRD
1860,Concept BEAD
1862,Concept DONKEY
1864,Concept HUNGER
1865,Concept BUZZARD
1866,Concept STUTTER
1867,Concept COIN
1869,Concept BUY
1870,Concept ANCHOR
1871,Concept CAMEL
1872,Concept DUIKER
1873,Concept ANTHILL
1874,Concept SAUSAGE
1875,Concept REGRET
1876,Concept REINDEER
1877,Concept EAST
1879,Concept DANCE
1881,Concept ENOUGH
1882,Concept BEFORE
1883,Concept IN FRONT OF
1884,Concept HARD
1885,Concept ARMADILLO
1886,Concept ARMPIT
1887,Concept CHEAP
1888,Concept PAIR
1889,Concept ARSON
1890,Concept BELIEVE
1891,Concept PUMA
1892,Concept TOUCH
1893,Concept QUAIL
1894,Concept ASHAMED
1895,Concept CLOTHES
1896,Concept FINGERNAIL OR TOENAIL
1897,Concept HELP
1898,Concept SPECTACLES
1899,Concept MAD
1901,Concept SHOVEL
1902,Concept BETRAY
1903,Concept SWELLING
1904,Concept DROWN
1905,Concept EAGLE
1906,Concept SOUR
1909,Concept SHAKE
1910,Concept STINGRAY
1911,Concept DRAW (WATER)
1913,Concept PRESS
1914,Concept DEBT
1915,Concept FIR
1916,Concept GILL
1917,Concept TIE
1920,Concept DREAM (SOMETHING)
1921,Concept PLOUGH
1922,Concept LAND (DESCEND)
1923,Concept ROUGH
1924,Concept VEIN
1926,Concept OINTMENT
1927,Concept BAMBOO
1928,Concept CEASE
1929,Concept STUDY
1931,Concept BEESWAX
1932,Concept GUESS
1934,Concept BEGGAR
1935,Concept ANUS
1936,Concept DEER
1937,Concept THERE
1938,Concept FORTRESS
1939,Concept SWEAR
1940,Concept GUARD
1941,Concept SOLDIER
1942,Concept NEAR
1943,Concept CROWN (OF HEAD)
1944,Concept GOD
1945,Concept IDOL
1946,Concept INITIATION CEREMONY
1948,Concept SAW
1949,Concept BEDBUG
1950,Concept BEECH
1951,Concept PASS
1953,Concept ABUSE
1954,Concept GENTLE
1956,Concept SUNFLOWER
1957,Concept GOITER
1958,Concept UNRIPE
1959,Concept RAW
1961,Concept NECKLACE
1962,Concept ROAST (SOMETHING)
1963,Concept IMMEDIATELY
1964,Concept ALONE
1965,Concept LOINCLOTH
1966,Concept BUNCH
1967,Concept CALENDAR
1968,Concept SOYA SAUCE
1969,Concept MANTOU
1970,Concept CANOE
1971,Concept FAN (OBJECT)
1972,Concept KID
1973,Concept DEMON
1974,Concept CENTIPEDE
1975,Concept CHECK
1976,Concept MERRY
1977,Concept DEW
1978,Concept RECOVER
1979,Concept CHISEL
1981,Concept WIDOWER
1982,Concept WHIRLPOOL
1983,Concept SNORE
1984,Concept MOTHER'S BROTHER
1985,Concept FATHER'S BROTHER
1986,Concept DISEASE
1987,Concept CHOPSTICKS
1989,Concept CALF
1990,Concept BECOME
1991,Concept INTESTINES
1992,Concept MORE
1993,Concept SELF
1994,Concept COLLARBONE
1996,Concept GET TIRED
1997,Concept PRESERVE
1999,Concept OVERCOME
2001,Concept PAINTING
2002,Concept DITCH
2003,Concept FLOW
2004,Concept BEND
2005,Concept MASK
2006,Concept FILL
2007,Concept BOLT (OF LIGHTNING)
2008,Concept RESCUE
2009,Concept DOG
2011,Concept COFFIN
2012,Concept COLLAR
2013,Concept BAIT
2014,Concept GO DOWN (DESCEND)
2015,Concept MAKE DRY
2016,Concept JEALOUSY
2017,Concept MIX
2018,Concept GREEDY
2019,Concept HAMMOCK
2020,Concept PLAINTIFF
2021,Concept GRASP
2022,Concept ADMIT
2023,Concept CROWD
2024,Concept PLOT
2025,Concept PEA
2026,Concept RICE PLANT
2027,Concept SOYA
2028,Concept SOYA BEAN
2030,Concept DRAG
2031,Concept PUT OUT TO PASTURE
2032,Concept WARM UP
2034,Concept FROST
2035,Concept POND
2036,Concept JANUARY
2037,Concept FEBRUARY
2038,Concept DRAGON
2039,Concept MAGPIE
2040,Concept BUCKWHEAT
2041,Concept HEMP
2042,Concept WALNUT
2043,Concept PEACH
2044,Concept PERSIMMON
2045,Concept COLUMN
2046,Concept APRON
2047,Concept STRAW SANDAL
2048,Concept QUILT
2049,Concept CONGEE
2051,Concept DUSTPAN
2052,Concept BUCKET
2053,Concept SMALL BOWL
2055,Concept CLAY POT
2056,Concept WOK
2057,Concept DUNG (ANIMAL FAECES)
2058,Concept STOOL
2059,Concept FOLK SONG
2060,Concept STORY
2061,Concept BUDDHA
2062,Concept INTEREST
2063,Concept CLOSE (EYES)
2064,Concept SCATTER (SEEDS)
2065,Concept STEP (VERB)
2066,Concept PULL UP (RICE SEEDLINGS)
2067,Concept STEAM (VERB)
2068,Concept BRAISE (VERB)
2069,Concept SOAK (VERB)
2070,Concept COMB (VERB)
2071,Concept LAY (VERB)
2072,Concept USE (VERB)
2073,Concept ROB (VERB)
2074,Concept CROW (VERB)
2075,Concept BROOD (VERB)
2076,Concept SPROUT (VERB)
2077,Concept DILIGENT
2078,Concept TEN THOUSAND
2080,Concept BOWL (CLASSIFIER)
2081,Concept CHICKEN (CLASSIFIER)
2082,Concept KNIFE (CLASSIFIER)
2083,Concept AXE (CLASSIFIER)
2084,Concept ROPE (CLASSIFIER)
2085,Concept STICK (CLASSIFIER)
2086,Concept GRAIN (CLASSIFIER)
2087,Concept DROP (CLASSIFIER)
2088,Concept CLOTHING (CLASSIFIER)
2089,Concept PAIR (CLASSIFIER)
2090,Concept MY
2092,Concept HIS OR HER
2093,Concept AFTERWARDS
2094,Concept DOWN OR BELOW
2097,Concept NOW OR TODAY
2098,Concept FOOT OR LEG
2099,Concept CHILD
2100,Concept THATCH OR ROOF
2102,Concept BURN
2103,Concept PAINFUL OR SICK
2104,Concept HOLD OR TAKE
2105,Concept FEMALE PERSON
2106,Concept MALE PERSON
2108,Concept RAINING OR RAIN
2111,Concept YOU TWO
2112,Concept OLD (AGED)
2113,Concept OLD (USED)
2114,Concept BELLY OR STOMACH
2115,Concept CEASE OR FINISH
2116,Concept REST OR SLEEP
2117,Concept DESIRE
2118,Concept MOUNTAIN OR HILL
2119,Concept BOW STRING
2121,Concept ARM OR HAND
2124,Concept SMELL
2125,Concept STONE OR ROCK
2128,Concept CLAW OR NAIL
2130,Concept HEADGEAR
2131,Concept TORCH OR LAMP
2132,Concept SICKLE OR SCYTHE
2133,Concept STRIKE OR BEAT
2134,Concept RAISE (A CHILD)
2135,Concept TRADE OR BARTER
2136,Concept BRASS INSTRUMENT (HORN OR TRUMPET)
2137,Concept MAGICIAN
2138,Concept LEGENDARY CREATURE
2139,Concept MUROID (MOUSE OR RAT)
2142,Concept RUN AWAY
2144,Concept SPRING OR WELL
2146,Concept ROAST OR FRY
2148,Concept PICK
2149,Concept CHOP (INTO PIECES)
2150,Concept MATTER
2151,Concept COARSE
2152,Concept THERE IS OR THERE ARE
2153,Concept CARRY PERSON ON BACK
2154,Concept PLOUGH (INSTRUMENT)
2155,Concept CUT (WITH SCISSORS)
2156,Concept CUT (WITH KNIFE)
2157,Concept FINE OR THIN
2159,Concept GROUND
2160,Concept BAMBOO HAT
2161,Concept HEMP CLOTH
2162,Concept STIR FRY
2163,Concept MARRY (AS WOMAN)
2164,Concept MARRY (AS MAN)
2170,Concept PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)
2171,Concept PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)
2172,Concept MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)
2173,Concept PATERNAL UNCLE (FATHER'S OLDER BROTHER)
2174,Concept PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)
2175,Concept PATERNAL AUNT
2176,Concept MATERNAL AUNT
2177,Concept MATERNAL GRANDMOTHER
2178,Concept MATERNAL GRANDFATHER
2182,Concept LEFT HAND
2183,Concept RIGHT HAND
2184,Concept CATCH A COLD
2186,Concept DRAGON BOAT FESTIVAL
2187,Concept MID-AUTUMN FESTIVAL
2188,Concept NEW YEAR'S EVE
2190,Concept TASTE
2191,Concept LOW (HEIGHT)
2194,Concept FRONT (PART)
2205,Concept PEAK
2209,Concept BECOME EXTINGUISHED
2214,Concept AFFAIR
2215,Concept BECOME ANGRY
2219,Concept LEAN (MEAT)
2223,Concept BE ANGRY
2224,Concept BEND (SOMETHING)
2229,Concept BECOME SOUR
2231,Concept CORRECT (SOMETHING OR SOMEBODY)
2235,Concept CLEAN (SOMETHING)
2238,Concept KNOW OR BE ABLE
2239,Concept DENSE
2240,Concept CORAL SNAKE
2241,Concept WILD CAT
2242,Concept BEETLE
2243,Concept REPAIR
2244,Concept METAL
2245,Concept BELCH
2246,Concept BELL
2247,Concept CATERPILLAR
2248,Concept KNOW (SOMEBODY)
2249,Concept THIN (OF SHAPE OF OBJECT)
2250,Concept LEAF (LEAFLIKE OBJECT)
2251,Concept BEER BANANA
2252,Concept PATH
2253,Concept DRIP (EMIT LIQUID)
2254,Concept FATHER-IN-LAW (OF WOMAN)
2255,Concept FATHER-IN-LAW (OF MAN)
2256,Concept MOTHER-IN-LAW (OF WOMAN)
2257,Concept MOTHER-IN-LAW (OF MAN)
2259,Concept FLESH
2260,Concept FEMALE (OF PERSON)
2261,Concept MALE (OF PERSON)
2262,Concept FEMALE (OF ANIMAL)
2263,Concept MALE (OF ANIMAL)
2264,Concept DAUGHTER-IN-LAW (OF WOMAN)
2265,Concept DAUGHTER-IN-LAW (OF MAN)
2266,Concept SON-IN-LAW (OF WOMAN)
2267,Concept SON-IN-LAW (OF MAN)
2270,Concept SAGO
2271,Concept THINK
2272,Concept HOT OR WARM
2273,Concept LEECH
2274,Concept YOUR (PLURAL)
2279,Concept NO OR NOT
2282,Concept SEA OR OCEAN
2297,Concept DUSK
2301,Concept ME
2306,Concept THIN (OF LEAF AND CLOTH)
2308,Concept THIN
2309,Concept LIVE
2310,Concept US (OBLIQUE CASE OF WE)
2314,Concept BROTHER-IN-LAW
2318,Concept CHESTNUT
2319,"Concept LID (COVER, CAP)"
2320,Concept MUTE PERSON
2321,Concept MAD PERSON
2322,Concept LAME PERSON
2323,Concept BACK (PART)
2324,Concept GET WET
2325,Concept PULL OUT
2327,Concept BECOME SICK
2328,Concept MISS (SOMEBODY)
2329,Concept LACK (NOT HAVE)
2330,Concept YEAR AFTER NEXT YEAR
2331,Concept YEAR BEFORE LAST YEAR
2332,Concept THREE DAYS FROM NOW
2334,Concept MELT
2335,Concept CUNNING
2336,Concept OF THIS KIND (SUCH)
2338,Concept HOW LONG
2340,Concept SUNNY
2341,Concept CLOUDY
2342,Concept LANDSCAPE
2343,Concept STEEL
2344,Concept PETROL
2345,Concept LEPORID (RABBIT OR HARE)
2346,Concept CRESTED MYNA
2347,Concept YELLOW CROAKER
2348,Concept CRAB
2350,Concept EARTHWORM
2351,Concept SILKWORM
2352,Concept DRAGONFLY
2353,Concept CICADA
2354,Concept CRICKET
2355,Concept GECKO
2359,Concept LOTUS
2361,Concept MUGWORT
2362,Concept BRAN
2363,Concept CHAFF (HUSK)
2364,Concept PEANUT
2365,Concept RADISH
2366,Concept ONION
2367,Concept MANDARINE
2368,Concept GARLIC
2370,Concept CUT NUT
2371,Concept BREADFRUIT
2372,Concept SAGO PALM
2373,Concept SKIN (OF FRUIT)
2374,Concept DREAM
2375,Concept VERTICAL
2376,Concept HORIZONTAL
2377,Concept FLASH (VERB)
2378,Concept THUNDER (VERB)
2379,Concept UP OR ABOVE
2393,Concept JOURNEY
2395,Concept CONGEAL (BLOOD)
2396,Concept KNOCK
2397,Concept LOBSTER
2398,Concept MANGO
2400,Concept THEIR
2401,Concept PICTURE
2406,Concept HOME
2408,Concept CAKE
2410,Concept GOOD-LOOKING
2422,Concept SOMEONE
2427,Concept FUTURE
2432,Concept MARRIAGE
2438,Concept CAIMAN
2444,Concept KINGFISHER
2445,Concept PAPAYA
2446,Concept SLOTH
2449,Concept FAT (OF MEAT AND FOOD)
2451,Concept FOURTEEN
2453,Concept SEVENTEEN
2454,Concept SIXTEEN
2455,Concept DREAMING OR DREAM
2456,Concept LARGE WILD HERBIVORE
2457,Concept PATH OR ROAD
2458,Concept PERSPIRE OR SWEAT
2459,Concept GRINDSTONE
2461,Concept WOLF-LIKE ANIMAL
2462,Concept WINNOWING
2463,Concept MOON OR MONTH
2464,Concept LAY EGGS
2466,Concept WEIGHT
2467,Concept GAME
2468,Concept BAG
2470,Concept DEAR
2480,Concept MALE DOG
2481,Concept FEMALE DOG
2482,Concept TOGETHER
2483,Concept COLD (OF WEATHER)
2485,Concept HIDE (ONESELF)
2486,Concept HIDE
2487,Concept MALE PIG
2489,Concept ABACUS
2492,Concept BOIL (SOMETHING)
2493,Concept BOIL
2494,Concept BAMBOO SHOOT
2497,Concept RATTAN
2500,Concept GINGER
2501,Concept RICE HUSK
2502,Concept GONG
2504,Concept DIFFERENT
2506,Concept LOOSE
2509,Concept EXCHANGE
2510,Concept PORCUPINE
2513,Concept CHICKEN CHICK
2516,Concept WATER BUFFALO
2524,Concept JOY
2526,Concept POWER
2530,Concept SMART
2531,Concept BROAD
2537,Concept LENGTH
2539,Concept PIT (POTHOLE)
2540,Concept LIME (MATERIAL)
2546,Concept BORDER
2547,Concept CITY
2549,Concept VEHICLE
2551,Concept ORGANIC FAT OR OIL
2555,Concept OIL (FROM PLANTS)
2557,Concept PIG FAT
2558,Concept BREAK (CLEAVE)
2559,Concept FEEL (TACTUALLY)
2560,Concept PATERNAL GRANDFATHER
2567,Concept CAPON
2575,Concept DO OR MAKE
2576,Concept ALREADY
2578,Concept PENCIL
2579,Concept TOOTHBRUSH
2590,Concept HARMONICA
2591,Concept RHINOCEROS
2604,Concept NOOSE
2614,Concept SKIN (ANIMAL)
2615,Concept FLESH OR MEAT
2623,Concept FLAG
2628,Concept PLANT STEM
2630,Concept WHIP
2631,Concept WIRE
2634,Concept WE TWO
2635,Concept THEY TWO
2636,Concept WE TWO (EXCLUSIVE)
2637,Concept WE TWO (INCLUSIVE)
2638,Concept FISHING
2640,Concept LARVA
2642,Concept HE OR SHE
2643,Concept INK
2647,Concept CATTY (MASS UNIT)
2648,Concept HAIR (HEAD)
2653,Concept NET (FOR CATCHING)
2655,Concept JACKFRUIT
2658,Concept COAL
2664,Concept SCAB
2669,Concept POINT (WITH FINGER)
2676,Concept TWO HUNDRED
2677,Concept SPEARTHROWER
2680,Concept MACHETE
2683,Concept EAGLE OR HAWK
2684,Concept CAPRINE (GOAT OR SHEEP)
2685,Concept CARP (FISH)
2686,Concept CRUSTACEANS (PRAWNS OR SHRIMP)
2689,Concept LADDER OR STAIRS
2690,Concept UNCLE (HUSBAND OF FATHER'S SISTER)
2691,Concept PATERNAL AUNT (FATHER'S SISTER)
2692,Concept MATERNAL UNCLE (MOTHER'S BROTHER)
2693,Concept MATERNAL AUNT (MOTHER'S SISTER)
2694,Concept MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)
2695,Concept SISTER-IN-LAW (OLDER BROTHER'S WIFE)
2696,Concept BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)
2697,Concept BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)
2698,Concept BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER)
2699,Concept BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)
2700,Concept SISTER-IN-LAW (HUSBAND'S OLDER SISTER)
2701,Concept SISTER-IN-LAW (HUSBANDS YOUNGER SISTER)
2702,Concept GRANDSON (SON'S SON)
2703,Concept GRANDCHILD (DAUGHTER'S OFFSPRING)
2704,Concept FADE (LOOSE COLOR)
2705,Concept INHALE
2706,Concept GNAW
2708,Concept TALK
2709,Concept FLATTER
2710,Concept TAKE A PHOTO
2711,Concept TRANSPORT
2712,Concept GET DIZZY
2713,Concept HAVE A FEVER
2714,Concept HAVE DIARREA
2715,Concept DESPISE
2716,Concept BLAME (SOMEBODY)
2717,Concept STEEP
2718,Concept STRONG (OF DRINK)
2719,Concept FAT (OILY)
2720,Concept FISH (CLASSIFIER)
2721,Concept TREE (CLASSIFIER)
