affiliation,glottocode,language,iso,level,area,latitude,longitude
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho",kach1280,Southern Jinghpaw,kac,language,Eurasia,25.4634,97.3278
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Southern Jinghpaw",enku1238,Enkun,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Southern Jinghpaw",hkak1238,Hkaku,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Southern Jinghpaw",dzil1238,Jilí,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Southern Jinghpaw",kaur1266,Kauri,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Southern Jinghpaw",shid1239,Shidan,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish",chak1270,Chak,ckh,language,Eurasia,21.4134,92.5953
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chak",cakk1238,Cak,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chak,Cak",bais1248,Baishari,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chak,Cak",doch1234,Dochari,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chak,Cak",naik1251,Naikhyongchari,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chak",sakm1234,Sak (Myanmar),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chakpa-Kadu-Ganan,Chakpa,Andro-Sengmai",andr1246,Andro,NA,language,Eurasia,24.754303,94.033796
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chakpa-Kadu-Ganan,Chakpa,Andro-Sengmai",seng1275,Sengmai,NA,language,Eurasia,24.945633,93.881401
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chakpa-Kadu-Ganan,Chakpa",phay1241,Phayeng,NA,language,Eurasia,24.84615,93.81704
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chakpa-Kadu-Ganan",kado1242,Kado,kdv,language,Eurasia,21.5259,100.092
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chakpa-Kadu-Ganan,Kado",gana1267,Ganaan,zkn,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Chakpa-Kadu-Ganan,Kado",kadu1254,Kadu,zkd,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Unclassified Luish",burm1262,Burma Pyu,pyx,language,Eurasia,21.31928,95.897864
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Luish,Unclassified Luish",tama1328,Taman (Myanmar),tcl,language,Eurasia,25.1566,95.1171
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I",chan1313,Chang Naga,nbc,language,Eurasia,26.4336,94.9536
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Khiamniungic",khia1236,Khiamniungan Naga,kix,language,Eurasia,26.20076,95.016799
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Khiamniungic,Leinong-Makyan",lein1237,Leinong Naga,lzn,language,Eurasia,26.4481,95.4
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Khiamniungic,Leinong-Makyan",maky1235,Makyan Naga,umn,language,Eurasia,26.3037,95.6045
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I",kony1248,Konyak Naga,nbe,language,Eurasia,26.6823,95.0598
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",angp1238,Angphang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",chan1315,Changnyu,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",chen1256,Chen,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",chin1479,Chingkao,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",chin1480,Chinglang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",choh1239,Choha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",gele1238,Gelekidoria,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",hopa1238,Hopao,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",jakp1238,Jakphang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",kong1284,Kongon,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",long1379,Longching,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",long1380,Longkhai,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",long1378,Longmein,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",long1381,Longwa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",mohu1238,Mohung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",monn1253,Mon (India),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",mulu1242,Mulung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",ngan1293,Ngangching,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",sang1322,Sang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",sham1276,Shamnyuyanga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",shan1275,Shanlang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",shen1248,Shengha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",shun1238,Shunyuo,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",sima1257,Sima,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",sowa1243,Sowa Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",tabl1242,Tableng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",tabu1242,Tabu,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",tamk1238,Tamkhungnyuo,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",tang1338,Tang (India),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",tobu1238,Tobunyuo,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",tola1246,Tolamleinyua,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Konyak Naga",toto1303,Totok,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I",phom1236,Phom Naga,nph,language,Eurasia,26.4715,94.7476
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Phom Naga",yong1271,Yongyasha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I",wanc1238,Wancho Naga,nnp,language,Eurasia,26.2581,94.8936
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Wancho Naga",borm1238,Bor Muthun,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Wancho Naga",chan1314,Changnoi,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Wancho Naga",horu1240,Horu Muthun,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Konyak I,Wancho Naga",kulu1254,Kulung Muthun,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte",noct1238,Nocte Naga,njb,language,Eurasia,27.152,95.3903
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga",kuwa1253,Kuwa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Kuwa",hakh1237,Hahon Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Kuwa",hakh1236,Hakhun,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga",laju1238,Laju,NA,dialect,Eurasia,26.8954,95.5811
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga",nucl1786,Nuclear Nocte,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Nuclear Nocte",bote1240,Bote Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Nuclear Nocte",hame1244,Hame Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Nuclear Nocte",hasi1235,Hasik Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Nuclear Nocte",hath1235,Hathim Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Nuclear Nocte",khap1243,Khapa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Nocte Naga,Nuclear Nocte",lama1296,Lama Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa",mukl1234,Muklomic,NA,language,Eurasia,27.626127,96.427282
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Muklomic",have1240,Have,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Muklomic",mukl1235,Muklom,NA,dialect,Eurasia,26.9944,95.7121
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa",nahe1238,Nahenic,NA,language,Eurasia,27.238106,96.038901
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Nahenic",cham1334,Champangic,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Nahenic,Champangic",cham1335,Champang-Chamkok,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Nahenic,Champangic",lumn1234,Lumnu-Haqchum,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Nahenic",lang1339,Langpan-Tokhe,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Nahenic",nahe1239,Nahen,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa",tase1235,Pangwa Naga,nst,language,Eurasia,27.2572,96.3855
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga",nort3332,Northern Rangpang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang",jogl1235,Jogleic,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Jogleic",hahc1234,Hahcheng-Ngaimong,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Jogleic,Hahcheng-Ngaimong",hahc1235,Hahcheng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Jogleic,Hahcheng-Ngaimong",ngem1252,Ngaimong,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Jogleic",jogl1234,Joglei-Shangwal,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Jogleic,Joglei-Shangwal",sang1326,Shangwal,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Jogleic,Joglei-Shangwal",yogl1238,Yoglei,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang",long1418,Longri-Cholim,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Longri-Cholim",tong1312,Cholim,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Longri-Cholim",long1382,Longri,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang",lung1253,Lungphi-Muishaung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Lungphi-Muishaung",long1383,Longphi,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Lungphi-Muishaung",mosa1240,Muishaung,NA,dialect,Eurasia,27.0964,95.9001
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang",mung1264,Mungre,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang",shec1234,Shecyu-Chamchang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Shecyu-Chamchang",kims1240,Chamchang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Northern Rangpang,Shecyu-Chamchang",sank1250,Shangke,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga",sout3320,Southern Rangpang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang",hkal1241,Hkaluk,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang",lang1315,Lochhang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang",miti1241,Maitai-Jiingi,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang",rera1241,Rera-Hajang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang,Rera-Hajang",higt1238,Gaji-Hajang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang,Rera-Hajang",ronr1238,Ronrang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Pangwa Naga,Southern Rangpang",rink1234,Rinkhu,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa",pont1258,Ponthai,NA,language,Eurasia,27.442461,96.772761
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa",tikh1243,Tikhakic,NA,language,Eurasia,27.381782,96.024393
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic",kato1246,Kato Naga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic",keng1241,Kengjung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic",nucl1787,Nuclear Tikhakic,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic,Nuclear Tikhakic",lung1248,Longchang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic,Nuclear Tikhakic",nokj1234,Nokja,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic,Nuclear Tikhakic",tikh1244,Tikhak,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte,Tangsa,Tikhakic,Nuclear Tikhakic",yong1272,Yongkuk,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Konyak,Tangsa-Nocte",tuts1235,Tutsa Naga,tvt,language,Eurasia,27.161,95.8
"Sino-Tibetan,Brahmaputran,Unclassified Brahmaputran",chai1254,Chairel,NA,language,Eurasia,24.30438,93.866431
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic",lian1258,Lianghe Achang,NA,language,Eurasia,24.750556,98.303056
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic",acha1249,Longchuan Achang,acn,language,Eurasia,24.3479,97.7438
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic,Longchuan Achang",long1373,Longchuan,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic,Longchuan Achang",main1270,Maingtha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic,Longchuan Achang",xian1249,Xiandao,xia,dialect,Eurasia,24.5458,97.9052
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic",luxi1238,Luxi Achang,NA,language,Eurasia,24.45,98.6
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Achangic",ngoc1235,Ngochang,NA,language,Eurasia,25.35,97.433333
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Leqic",chas1234,Chashan,NA,language,Eurasia,26.1,98.75
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Leqic",lash1243,Lashi,lsi,language,Eurasia,26.0992,98.5481
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish",zaiw1241,Zaiwa,atb,language,Eurasia,24.1726,98.3643
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Zaiwa",lang1311,Langwa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Zaiwa",nucl1311,Nuclear Zaiwa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,High Northern Burmish,Zaiwa",polo1241,Polo,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish",hpon1238,Hpon,hpo,language,Eurasia,24.4606,97.1142
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Hpon",nort2721,North Hpon,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Hpon",sout2727,South Hpon,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish",maru1249,Maru,mhx,language,Eurasia,24.942535,99.8338
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",dago1244,Dago' Lawng Bit,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",gawa1248,Gawan Naw',NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",hlol1236,Hlo'lan,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",laki1245,Laking,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",lawn1238,Lawng Hsu,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",wakh1246,Wa Khawk,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish,Maru",zaga1238,Zagaran Mran,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Northern Burmish,Mid Northern Burmish",pela1242,Pela,bxd,language,Eurasia,24.2142,97.9183
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish",inth1238,Intha-Danu,int,language,Eurasia,20.392,96.9388
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Intha-Danu",danu1251,Danu,dnv,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Intha-Danu",inth1239,Intha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Arakanese-Marma",marm1234,Marma,rmz,language,Eurasia,22.759948,92.210748
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Arakanese-Marma",rakh1245,Rakhine,rki,language,Eurasia,20.527429,93.145906
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese",nucl1310,Burmese,mya,language,Eurasia,20.7926,93.9665
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese,Burmese",boma1245,Bomang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese,Burmese",mand1476,Mandalay-Yangon,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese,Burmese",yaww1238,Yaw,NA,dialect,Eurasia,21.6,94.8333
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Old-Modern Burmese",oldb1235,Old Burmese,obr,language,Eurasia,21.161961,94.897306
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish",tavo1242,Tavoyan,tvn,language,Eurasia,14.1078,98.194
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Tavoyan",dawe1238,Dawei,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Tavoyan",merg1238,Myeik,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish,Nuclear Southern Burmish,Tavoyan",pala1339,Palaw,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,Southern Burmish",taun1248,Taungyo,tco,language,Eurasia,20.4104,96.7401
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Bisoid,Bisu-Pyen-Laomian",bisu1244,Bisu,bzi,language,Eurasia,20.8542,99.9862
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Bisoid,Bisu-Pyen-Laomian",laom1237,Laomian,lwm,language,Eurasia,21.95,100.1
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Bisoid,Bisu-Pyen-Laomian",pyen1239,Pyen,pyy,language,Eurasia,20.759,100.029
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Bisoid,Phunoi-Coong",coon1239,Côông,cnc,language,Eurasia,22.3311,102.759
"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Bisoid,Phunoi-Coong",phun1245,Phunoi,pho,language,Eurasia,20.7996,100.957
