affiliation,glottocode,language,iso,level,area,latitude,longitude
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian",rupp1234,Rup,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian,Rup",cent2340,Central Rup,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian,Rup",east2816,Eastern Rup,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian,Rup,Eastern Rup",bana1308,Banat Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian,Rup,Eastern Rup",pali1272,Paulician,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian,Rup",poma1238,Pomak,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian,Rup",west2890,Western Rup,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian",tran1293,Transylvanian Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Eastern Bulgarian",wall1260,Wallachian Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian",west2888,Western Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Western Bulgarian",nort3294,Northwestern Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Western Bulgarian",piri1234,Pirin-Malashevo,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Western Bulgarian",sout3276,Southwestern Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Bulgarian,Western Bulgarian",tran1292,Transitional Bulgarian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian",mace1250,Macedonian,mkd,language,Eurasia,41.5957,21.7932
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian",sout2601,Eastern and Southern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Easternand Southern Macedonian",east2820,Eastern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Easternand Southern Macedonian",sout3278,Southeastern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Easternand Southern Macedonian",sout3277,Southwestern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian",nort2595,Northern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian",east2819,Eastern Northern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Eastern Northern Macedonian",krat1234,Kratovo,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Eastern Northern Macedonian",kriv1234,Kriva Palanka,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Eastern Northern Macedonian",kuma1283,Kumanovo,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Eastern Northern Macedonian",ovce1234,Ovce Pole,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian",west2893,Western Northern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Western Northern Macedonian",gora1268,Gora (Serbian-Macedonian),NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Western Northern Macedonian",skop1234,Skopska Crna Gora,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Northern Macedonian,Western Northern Macedonian",teto1234,Tetovo,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian",west2336,Western Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Western Macedonian",cent2341,Central Western Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Eastern South Slavic,Macedo-Bulgarian,Macedonian,Western Macedonian",west2894,Western and Northwestern Macedonian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",kajk1237,Kajkavian,kjv,language,Eurasia,45.649748,16.134109
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",sout1528,Serbian-Croatian-Bosnian,hbs,language,Eurasia,44.15,18.81
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian",chak1265,Chakavski,ckm,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Chakavski",burg1244,Burgenland Croatian,NA,dialect,Eurasia,47.544,16.626
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Chakavski",nucl1776,Nuclear Chakavian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian",kajk1238,Kajkavski,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian",shto1241,Shtokavski,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski",news1236,New Shtokavian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",bunj1247,Bunjevac,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",east2822,Eastern Bosnian Shtokavian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",east2821,Eastern Herzegovinian Shtokavian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian,Eastern Herzegovinian Shtokavian",bosn1245,Bosnian Standard,bos,dialect,Eurasia,43.859,17.046
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian,Eastern Herzegovinian Shtokavian",croa1245,Croatian Standard,hrv,dialect,Eurasia,45.555,15.982
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian,Eastern Herzegovinian Shtokavian",mont1282,Montenegrin Standard,cnr,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian,Eastern Herzegovinian Shtokavian",serb1264,Serbian Standard,srp,dialect,Eurasia,44.3238,21.9192
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",kara1507,Karashevski,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",koso1247,Kosovo-Resava,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",priz1234,Prizren-South Morava,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",slav1257,Slavonian Shtokavian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",smed1234,Smederevo-Vršac,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",timo1264,Timok,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",uzic1234,Užican,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",zeta1234,Zeta-Raška,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski,New Shtokavian",suma1275,Šumadija-Vojvodina,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Serbian-Croatian-Bosnian,Shtokavski",olds1253,Old Shtokavian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",slav1254,Slavomolisano,svm,language,Eurasia,41.89,14.7
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic",slov1268,Slovenian,slv,language,Eurasia,46.2543,14.7766
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",civi1238,Cividale,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",lowe1384,Lower Carniola,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",prek1239,Prekmurski,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",prim1242,Primorski,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",resi1246,Resia,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",staj1239,Stajerski,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",uppe1393,Upper Carniola,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,South Slavic,Western South Slavic,Slovenian",wind1243,Windisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach",czec1258,Czech,ces,language,Eurasia,49.873398,15.10437
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",cent1953,Central Bohemian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",czec1259,Czecho-Moravian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",hana1242,Hanak,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",lach1246,Lach,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",nort2596,Northeast Bohemian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",oldc1253,Old Czech,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach,Czech",sout1722,Southwest Bohemian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak,Czech-Lach",sile1253,Silesian,szl,language,Eurasia,50.9656,16.9491
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Czech-Slovak",slov1269,Slovak,slk,language,Eurasia,48.545705,18.78479
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",kash1274,Kashubian,csb,language,Eurasia,54.2996,18.6163
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic,Kashubian",kash1275,Kashubian Proper,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic,Kashubian",slov1270,Slovincian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",pola1255,Polabian,pox,language,Eurasia,52,14
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic",poli1260,Polish,pol,language,Eurasia,51.8439,18.6255
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Lechitic,Polish",oldp1256,Old Polish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Sorbian",lowe1385,Lower Sorbian,dsb,language,Eurasia,51.6621,13.9407
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Sorbian",uppe1395,Upper Sorbian,hsb,language,Eurasia,51.2403,14.4098
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Sorbian,Upper Sorbian",baut1239,Bautzen,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Balto-Slavic,Slavic,West Slavic,Sorbian,Upper Sorbian",kame1249,Kamenz,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic",celt1247,Celtiberian,xce,language,Eurasia,41.279,-2.53
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,Cisalpine Celtic",cisa1237,Cisalpine Gaulish,xcg,language,Eurasia,45.2,8.93
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,Cisalpine Celtic",lepo1240,Lepontic,xlp,language,Eurasia,45.98,8.92
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic",gala1252,Galatian,xga,language,Eurasia,39.34,32.84
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",oldw1239,Old-Middle Welsh,owl,language,Eurasia,52.582,-4.089
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh,Old-Middle Welsh",midd1363,Middle Welsh,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh,Old-Middle Welsh",oldw1241,Old Welsh,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh",wels1247,Welsh,cym,language,Eurasia,52,-4
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh,Welsh",nort2668,Northern Welsh,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh,Welsh",pata1258,Patagonian Welsh,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Old-Modern Welsh,Welsh",sout2673,Southern Welsh,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic",bret1244,Breton,bre,language,Eurasia,48.2452,-3.78934
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Breton",corn1250,Cornouaillais,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Breton",leon1251,Leonais,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Breton",midd1359,Middle Breton,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Breton",oldb1248,Old Breton,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Breton",treg1244,Tregorrois,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Breton",vann1244,Vannetais,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic",corn1251,Cornish,cor,language,Eurasia,50.5233,-4.18619
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Cornish",mode1263,Modern Cornish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Brythonic,Southwestern Brythonic,Cornish",oldc1252,Old Cornish,oco,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic",oldi1245,Early Irish,sga,language,Eurasia,53,-8
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Early Irish",arch1247,Archaic Irish (7th century),NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Early Irish",earl1246,Early Goidelic (to 4th century),NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Early Irish",hibe1235,Hiberno-Scottish Gaelic,ghc,dialect,Eurasia,55.932,-5.222
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Early Irish",midd1360,Middle Irish (10-12th century),mga,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Early Irish",oldi1246,Old Irish (8-9th century),NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Early Irish",prim1243,Primitive Irish (4-6th century),NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic",manx1243,Manx,glv,language,Eurasia,54.2604,-4.45437
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic",scot1245,Scottish Gaelic,gla,language,Eurasia,56.7574,-5.24366
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic,Scottish Gaelic",chur1260,Church Gaelic,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Eastern Goidelic,Scottish Gaelic",east2323,East Sutherlandshire,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic",iris1253,Irish,gle,language,Eurasia,53.2186,-7.61509
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Irish",conn1243,Connacht,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Irish",done1238,Donegal,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic,Insular Celtic,Goidelic,Modern Goidelic,Irish",muns1250,Munster-Leinster,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,T G B Celtic",tran1282,Transalpine Gaulish,xtg,language,Eurasia,43.97,3.3
"Indo-European,Classical Indo-European,Celtic,Nuclear Celtic,Unclassified Nuclear Celtic",nori1240,Noric,nrc,language,Eurasia,46.419444,15.869444
"Indo-European,Classical Indo-European,Germanic,East Germanic",crim1255,Crimean Gothic,NA,language,Eurasia,45.3,34.4
"Indo-European,Classical Indo-European,Germanic,East Germanic",goth1244,Gothic,got,language,Eurasia,46.9304,29.9786
"Indo-European,Classical Indo-European,Germanic,East Germanic,Gothic",ostr1239,Ostrogoth,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,East Germanic,Gothic",vand1245,Vandal,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,East Germanic,Gothic",visi1239,Visigoth,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian",gutn1238,Archaic Gutnish,NA,language,Eurasia,57.95167,19.1629
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,Archaic Gutnish",faro1245,Färömål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,Archaic Gutnish",laum1238,Laumål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic",dale1238,Dalecarlian,qer,language,Eurasia,61.291358,13.830399
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian",vast1234,Västerdalarna,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna",nedr1234,Nedre Västerdalmål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Nedre Västerdalmål",flod1234,Floda,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Nedre Västerdalmål",jarn1234,Järna,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Nedre Västerdalmål",nass1234,Nås,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Nedre Västerdalmål",appe1239,Äppelbo,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna",ovre1234,Övre Västerdalmål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Övre Västerdalmål",lima1249,Lima (Västerdalmål),NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Övre Västerdalmål",malu1253,Malung,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Västerdalarna,Övre Västerdalmål",tran1291,Transtrand,NA,dialect,Eurasia,NA,NA
