iso,languoid,affiliation,latitude,longitude,macro_area,country
nlz,Nalogo,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Reefs-Santa Cruz, Natugu-Nalogo",-10.8,165.8,Papua,Solomon Islands
ntu,Natugu,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Reefs-Santa Cruz, Natugu-Nalogo",-10.67714,165.83507,Papua,Solomon Islands
tkw,Teanu,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro",-11.6752,166.86796,Papua,Solomon Islands
tnx,Tanema,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro",-11.68,166.97,Papua,Solomon Islands
vnk,Vano,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro",-10.68653,165.92732,Papua,Solomon Islands
aua,Asumboa,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro, Utupua",-11.29693,166.49868,Papua,Solomon Islands
tbe,Tanimbili,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro, Utupua",-11.29748,166.50726,Papua,Solomon Islands
utp,Amba (Solomon Islands),"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro, Utupua",-11.29577,166.49752,Papua,Solomon Islands
bbn,Uneapa,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, Bali-Vitu",-4.89383,149.14064,Papua,Papua New Guinea
wiv,Muduapa,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, Bali-Vitu",-4.69751,149.48864,Papua,Papua New Guinea
tqp,Tomoip,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage",-5.30721,151.82777,Papua,Papua New Guinea
bjk,Barok,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Madak linkage",-3.47672,152.19344,Papua,Papua New Guinea
lbv,Lavatbura-Lamusong,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Madak linkage",-3.21903,151.72789,Papua,Papua New Guinea
mmx,Madak,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Madak linkage",-3.34342,151.96672,Papua,Papua New Guinea
koa,Konomala,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage",-4.16184,152.87049,Papua,Papua New Guinea
sgz,Sursurunga,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage",-3.99078,152.76834,Papua,Papua New Guinea
sjr,Siar-Lak,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage",-4.62059,152.89174,Papua,Papua New Guinea 
tgg,Tangga,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage",-4.08824,153.61121,Papua,Papua New Guinea
bxf,Bilur,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur",-4.39732,152.3339,Papua,Papua New Guinea
lbb,Label,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur",-4.46971,152.67791,Papua,Papua New Guinea
kqw,Kandas,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur, Kandas-Duke of York",-4.3652,152.7808,Papua,Papua New Guinea
rai,Ramoaaina,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur, Kandas-Duke of York",-4.17306,152.45078,Papua,Papua New Guinea
gfk,Patpatar,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur, Patpatar-Minigir-Tolai",-3.74711,152.49294,Papua,Papua New Guinea
grz,Guramalum,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur, Patpatar-Minigir-Tolai, Minigir-Tolai",-4.26666,152.93332,Papua,Papua New Guinea
ksd,Kuanua,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur, Patpatar-Minigir-Tolai, Minigir-Tolai",-4.30986,152.1136,Papua,Papua New Guinea
vmg,Minigir,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Label-Bilur, Patpatar-Minigir-Tolai, Minigir-Tolai",-4.31803,152.0052,Papua,Papua New Guinea
bcm,Bannoni,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Banoni-Piva",-6.23061,155.12771,Papua,Papua New Guinea
tgi,Lawunuia,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Banoni-Piva",-6.15201,155.12887,Papua,Papua New Guinea
rri,Ririo,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Choiseul, East Choiseul",-6.88927,156.91998,Papua,Solomon Islands
baa,Babatana,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Choiseul, East Choiseul, Southeast Choiseul",-7.22281,157.14937,Papua,Solomon Islands
NOCODE_Sisiqa,Sisiqa,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Choiseul, East Choiseul, Southeast Choiseul",-7,156.83,Papua,Solomon Islands
tva,Vaghua,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Choiseul, West Choiseul",-6.68712,156.5421,Papua,Solomon Islands
vrs,Varisi,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Choiseul, West Choiseul",-6.83443,156.65519,Papua,Solomon Islands
mte,Mono (Solomon Islands),"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Mono-Uruavan",-7.05102,155.75964,Papua,Solomon Islands
ttu,Torau,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Mono-Uruavan",-6.19922,155.49575,Papua,Papua New Guinea
urv,Uruava,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Mono-Uruavan",-6.23314,155.57304,Papua,Papua New Guinea
kzk,Kazukuru,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia",-8.23886,157.6873,Papua,Solomon Islands
hoa,Hoava,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, East New Georgia",-8.19679,157.59496,Papua,Solomon Islands 
ksg,Kusaghe,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, East New Georgia",-8.04056,157.46268,Papua,Solomon Islands
mpr,Vangunu,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, East New Georgia",-8.66826,157.99717,Papua,Solomon Islands
mvo,Marovo,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, East New Georgia",-8.37943,157.74689,Papua,Solomon Islands
rug,Roviana,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, East New Georgia",-8.20493,157.4081,Papua,Solomon Islands
uge,Ughele,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, East New Georgia",-8.45725,157.3407,Papua,Solomon Islands
ghn,Ghanongga,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, West New Georgia",-8.02035,156.55189,Papua,Solomon Islands
lga,Lungga,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, West New Georgia",-8.17469,156.57264,Papua,Solomon Islands
nke,Duke,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, West New Georgia",-7.97768,157.06392,Papua,Solomon Islands
sbb,Simbo,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, New Georgia, West New Georgia",-8.26947,156.54142,Papua,Solomon Islands
sol,Solos,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic",-5.41042,154.62419,Papua,Papua New Guinea
nsn,Nehan,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic",-4.56875,154.19964,Papua,Papua New Guinea
ppn,Papapana,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic",-5.92283,155.28894,Papua,Papua New Guinea
pex,Petats,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka",-5.34068,154.59284,Papua,Papua New Guinea
hao,Hako,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Haliaic",-5.06832,154.59388,Papua,Papua New Guinea 
hla,Halia,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Haliaic",-5.26603,154.66185,Papua,Papua New Guinea
sps,Saposa,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Saposa-Tinputz",-5.64103,154.73162,Papua,Papua New Guinea
hah,Hahon,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Saposa-Tinputz, Tinputzic",-5.59031,154.80129,Papua,Papua New Guinea 
tio,Teop,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Saposa-Tinputz, Tinputzic",-5.67474,154.97081,Papua,Papua New Guinea
tpz,Tinputz,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, North Bougainville Oceanic, Nuclear North Bougainville Oceanic, Buka, Saposa-Tinputz, Tinputzic",-5.58358,154.97241,Papua,Papua New Guinea
kkk,Kokota,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Santa Isabel, Central Santa Isabel",-8.16481,159.19133,Papua,Solomon Islands
blp,Blablanga,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Santa Isabel, Central Santa Isabel, Zazao-Blanga",-8.15058,159.41863,Papua,Solomon Islands
jaj,Zazao,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Santa Isabel, Central Santa Isabel, Zazao-Blanga",-8.18719,159.25532,Papua,Solomon Islands
gga,Gao,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Santa Isabel, East Santa Isabel",-8.35163,159.78866,Papua,Solomon Islands
mrn,Cheke Holo,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Santa Isabel, East Santa Isabel",-8.27055,159.62479,Papua,Solomon Islands
kji,Zabana,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, West Santa Isabel",-7.74311,158.75344,Papua,Solomon Islands
lgb,Laghu,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, West Santa Isabel",-8.00509,158.96112,Papua,Solomon Islands
lih,Lihir,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tabar linkage",-3.18895,152.60632,Papua,Papua New Guinea
ncf,Notsi,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tabar linkage",-3.0557,151.66149,Papua,Papua New Guinea
tbf,Mandara,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tabar linkage",-2.7828,151.95641,Papua,Papua New Guinea
lcm,Tungag,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tungak-Nalik",-2.52188,150.19803,Papua,Papua New Guinea
leu,Kara (Papua New Guinea),"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tungak-Nalik",-2.81957,151.11092,Papua,Papua New Guinea
nal,Nalik,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tungak-Nalik",-2.94411,151.33183,Papua,Papua New Guinea
tbj,Tiang,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tungak-Nalik",-2.95505,150.93502,Papua,Papua New Guinea
tgc,Tigak,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tungak-Nalik",-2.70951,150.89272,Papua,Papua New Guinea
bjl,Bulu (Papua New Guinea),"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, Willaumez linkage, Bola-Bulu",-5.06134,150.10143,Papua,Papua New Guinea
bnp,Bola,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, Willaumez linkage, Bola-Bulu",-5.55792,150.09488,Papua,Papua New Guinea 
mxm,Meramera,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, Willaumez linkage, Nakanai-Meramera",-4.97468,151.52804,Papua,Papua New Guinea
nak,Nakanai,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, Willaumez linkage, Nakanai-Meramera",-5.59931,150.88772,Papua,Papua New Guinea
sij,Numbami,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf",-7.52806,147.29775,Papua,Papua New Guinea
lbq,Wampar,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham",-6.67364,146.66168,Papua,Papua New Guinea
lbu,Labu,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham",-6.75,146.9028,Papua,Papua New Guinea
gve,Duwet,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu",-6.45752,146.84068,Papua,Papua New Guinea
laz,Aribwatsa,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu",-6.72266,146.99139,Papua,Papua New Guinea
msu,Musom,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu",-6.53817,146.93016,Papua,Papua New Guinea
srf,Nafi,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu",-6.43306,146.81512,Papua,Papua New Guinea
ylu,Aribwaung,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu",-6.65252,146.91898,Papua,Papua New Guinea
adz,Adzera,"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Upper Markham",-6.39394,146.29442,Papua,Papua New Guinea
hob,Mari (Madang Province),"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Upper Markham, Mountain Upper Markham",-5.97399,145.82807,Papua,Papua New Guinea 
