"iso";"discription";"lang";"longitude";"latitude";"macro_area";"country.x"
"NOCODE_Otomaco";"Otomaco";"Otomaco";-70,997315;7,869912;"South America";"Venezuela"
"NOCODE_Oyster-Bay-Big-River-Little-Swanport";"Oyster_Bay";"Oyster Bay-Big River-Little Swanport";147,50061;-42,307378;"Australia";"Australia "
"NOCODE_Pacaguara-Mercier";"Arawakan, Southern Maipuran, Purus, Inaparic";"Pacaguara-Mercier";NA;NA;"South America";"Brazil"
"NOCODE_Pacahuaras-Castillo";"Unclassifiable";"Pacahuaras-Castillo";NA;NA;"South America";"Bolivia"
"NOCODE_Pai-Lang";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Unclassified Lolo-Burmese";"Pai-lang";NA;NA;"Eurasia";"China"
"NOCODE_Palewyami-Yokuts";"Yokutsan";"Palewyami Yokuts";NA;NA;"North America";"United States "
"NOCODE_Pallanganmiddang";"Pama-Nyungan, Southeastern Pama-Nyungan, Victorian Pama-Nyungan, Eastern Victoria, Dhudhuroa-Pallanganmiddang";"Pallanganmiddang";149,3371079;-35,03278179;"Australia";"Australia"
"NOCODE_Palmela";"Cariban, Guianan";"Palmela";NA;NA;"South America";"Brazil"
"NOCODE_Pamunkey";"Unclassifiable";"Pamunkey";NA;NA;"North America";"United States"
"NOCODE_Pa-Na";"Hmong-Mien, Hmongic, Nuclear Hmongic-Ho Ne, Jiongnai-Ho Ne, Ho Neic";"Pa Na";NA;NA;"Eurasia";"China"
"NOCODE_Panare-Trade-Spanish";"Pidgin, Spanish based";"Panare Trade Spanish";NA;NA;"South America";"Venezuela"
"NOCODE_Panche";"Unclassifiable";"Panche";NA;NA;"South America";"Colombia"
"NOCODE_Panzaleo";"Unclassifiable";"Panzaleo";NA;NA;"South America";"Brazil"
"NOCODE_Papuan-Pidgin-English";"Pidgin, English based pidgin";"Papuan Pidgin English";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Paravilhana";"Cariban, Venezuelan Cariban, Mapoyo-Tamanaku, Paravilhana-Pauxiana";"Paravilhana";-60,483333;3,116667;"South America";"Brazil"
"NOCODE_Passe";"Arawakan, Northern Maipuran, Inland Northern Maipuran, Japura-Colombia, Unclassified Japura-Colombia";"Passe";-67,418518;-1,415444;"South America";"Brazil"
"NOCODE_Pasto";"Unclassifiable";"Pasto";NA;NA;"South America";"Ecuador"
"NOCODE_Patagon";"Unclassifiable";"Patagon";NA;NA;"South America";"Peru "
"NOCODE_Paunaca";"Arawakan, Southern Maipuran, Bolivia-Parana";"Paunaca";-61,944581;-15,954991;"South America";"Bolivia"
"NOCODE_Pauwi";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Greater SHWNG, South Halmahera-West New Guinea, Lower Mamberamo, Yoke-Pauwi";"Pauwi";137,8;-1,65;"Papua";"Indonesia (Papua)"
"NOCODE_Pauxi";"Cariban, Guianan, Taranoan, Tiriyoan";"Pauxi";-55,558777;-1,690001;"South America";"Brazil"
"NOCODE_Pauxiana";"Cariban, Venezuelan Cariban, Mapoyo-Tamanaku, Paravilhana-Pauxiana";"Pauxiana";-62,518616;1,451688;"South America";"Brazil"
"NOCODE_Payagua";"Payagua";"Payagua";-57,857666;-25,694998;"South America";"Paraguay"
"NOCODE_Payaya";"Unclassifiable";"Payaya";NA;NA;"North America";"United States"
"NOCODE_Peba";"Peba-Yagua, Peba-Yameo";"Peba";-72;-3,5;"South America";"Peru"
"NOCODE_Penange";"Dogon, West Dogon";"Penange";4,03;14,38;"Africa";"Mali"
"NOCODE_Pericu";"Unclassifiable";"Pericu";NA;NA;"North America";"Mexico"
"NOCODE_Picuris-Northern-Tiwa";"Kiowa-Tanoan, Tiwa-Piro, Tiwa, Taos-Picuris";"Picuris Northern Tiwa";-105,267144;37,083011;"North America";"United States"
"NOCODE_Pidgin-Carib";"Pidgin, Galibi based";"Pidgin Carib";NA;NA;"South America";"Guyana"
"NOCODE_Pidgin-Chinook-Jargon";"Pidgin, Chinook based";"Pidgin Chinook Jargon";NA;NA;"North America";"Canada"
"NOCODE_Pidgin-Fijian";"Pidgin, Fijian based";"Pidgin Fijian";NA;NA;"Papua";"Fiji"
"NOCODE_Pidgin-Gulf-Arabic";"Pidgin, Arabic based pidgin";"Pidgin Gulf Arabic";NA;NA;"Eurasia";"Saudi Arabia"
"NOCODE_Pidgin-Hawaiian";"Pidgin, Hawaiian based";"Pidgin Hawaiian";NA;NA;"North America";"United States"
"NOCODE_Pidgin-Herschel-Eskimo";"Pidgin, Eskimo based pidgin";"Herschel Island Eskimo Trade Jargon";-152,01;70,11;"North America";"United States"
"NOCODE_Pidgin-Hindustani";"Pidgin, Hindustani based";"Pidgin Hindustani";NA;NA;"Papua";"Fiji"
"NOCODE_Pidgin-Kaurna";"Pidgin, Kaurna based";"Pidgin Kaurna";NA;NA;"Australia";"Australia"
"NOCODE_Pidgin-Madam";"Pidgin, Arabic based pidgin";"Pidgin Madam";NA;NA;"Eurasia";"Lebanon"
"NOCODE_Pidgin-Ngarluma";"Pidgin, Ngarluma based";"Pidgin Ngarluma";NA;NA;"Australia";"Australia"
"NOCODE_Pimenteira";"Cariban, Kuikuroan";"Pimenteira";NA;NA;"South America";"Brazil"
"NOCODE_Pinghua";"Sino-Tibetan, Sinitic, Unclassified Sinitic";"Pinghua";112,101667;27,6725;"Eurasia";"China"
"NOCODE_Pirriya";"Pama-Nyungan, Karnic, Pirriya-Kungkari";"Pirriya";142,5485119;-25,48006595;"Australia";"Australia"
"NOCODE_Pisamira";"Tucanoan, Eastern Tucanoan, Eastern Eastern Tucanoan, Eastern Eastern Tucanoan II, Pisamira-Yuruti, Pisamira-Carapana";"Pisamira";-69,662018;-1,34021;"South America";"Colombia"
"NOCODE_Pitaguary";"Unclassifiable";"Pitaguary";NA;NA;"South America";"Brazil"
"NOCODE_Pollapese";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Central Micronesian, Western Micronesian, Chuukic-Ponapeic, Trukic, Nuclear Trukic, Central Trukic, Eastern Trukic, Puluwatese-Pollapese";"Pollapese";NA;NA;"Papua";"Micronesia"
"NOCODE_Port-Sorell";"Western_Tasmanian";"Port Sorell";146,559906;-41,188369;"Australia";"Australia"
"NOCODE_Poya";"Unclassifiable";"Poya";NA;NA;"South America";"Argentina"
"NOCODE_Puruguay";"Unclassifiable";"Puruguay";NA;NA;"South America";"Ecuador"
"NOCODE_Pyu-Burma";"Sino-Tibetan, Brahmaputran, Jingpho-Luish, Sak";"Burma Pyu";NA;NA;"Eurasia";"Myanmar "
"NOCODE_Queensland-Kanaka-English";"Pidgin, English based pidgin";"Queensland Kanaka English";NA;NA;"Australia";"Australia"
"NOCODE_Quepos";"Unclassifiable";"Quepos";NA;NA;"North America";"Costa Rica"
"NOCODE_Querandi";"Unclassifiable";"Querandi";NA;NA;"South America";"Uruguay"
"NOCODE_Quignam";"Unclassifiable";"Quignam";NA;NA;"South America";"Peru"
"NOCODE_Quillacinga";"Unclassifiable";"Quillacinga";NA;NA;"South America";"Colombia"
"NOCODE_Quinigua";"Unclassifiable";"Quinigua";NA;NA;"North America";"Mexico"
"NOCODE_Qujiang-Hakka-Shibei-Shaoguan-Tuhua";"Sino-Tibetan, Sinitic, Central Chinese";"Qujiang Hakka-Shibei Shaoguan Tuhua";NA;NA;"Eurasia";"China"
"NOCODE_Ramanos";"Ramanos";"Ramanos";-65,36;-14,93;"South America";"Bolivia"
"NOCODE_Remo-Blanco-River";"Pano-Tacanan, Panoan, Mainline Pano, Pano Nawa";"Remo of the Blanco river";-73,544312;-6,137278;"South America";"Peru"
"NOCODE_Remo-Jaquirana";"Pano-Tacanan, Panoan, Mainline Pano, Pano Nawa, Poyanawa Subgroup";"Remo of the Jaquirana river";-73,235779;-6,679339;"South America";"Brazil"
"NOCODE_Rengmitca";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Peripheral Kuki-Chin, South Peripheral Kuki-Chin, Paletwa";"Rengmitca";NA;NA;NA;"Bangladesh"
"NOCODE_Rocorona";"Chapacuran, Unclassified Chapakura";"Rocorona";-63,9917;-12,683215;"South America";"Bolivia "
"NOCODE_Romanian-Pidgin-Arabic";"Pidgin, Arabic based pidgin";"Romanian Pidgin Arabic";NA;NA;"Eurasia";"Iraq"
"NOCODE_Roquetas-Pidgin-Spanish";"Pidgin, Spanish based";"Roquetas Pidgin Spanish";NA;NA;"Eurasia";"Spain"
"NOCODE_Rundi-Kitwa";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, West Highlands Kivu";"Rundi-Kitwa";29,485248;-3,022268;"Africa";"Rwanda"
"NOCODE_Russenorsk";"Pidgin, Russian based";"Russenorsk";NA;NA;"Eurasia";"Norway"
"NOCODE_Sacata";"Unclassifiable";"Sacata";NA;NA;"South America";"Peru"
"NOCODE_Sadu";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Unclassified Loloish";"Sadu";102;24,3;"Eurasia";"China"
"NOCODE_Sakhalin-Ainu";"Ainu";"Sakhalin Ainu";NA;NA;NA;"Japan"
"NOCODE_Samatu";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Unclassified Lisoid";"Samatu";98,825;23,76;"Eurasia";"China"
"NOCODE_Samoan-Plantation-Pidgin";"Pidgin, English based pidgin";"Samoan Plantation Pidgin";NA;NA;"Papua";"Samoa"
"NOCODE_San-Francisco-Solano";"Unclassifiable";"San Francisco Solano";NA;NA;"North America";"United States"
"NOCODE_Sansimoniano";"Unclassifiable";"Sansimoniano";NA;NA;"South America";"Bolivia"
"NOCODE_Sapara";"Cariban, Venezuelan Cariban, Mapoyo-Tamanaku, Paravilhana-Pauxiana";"Sapara";-61,580544;3,433437;"South America";"Brazil"
"NOCODE_Seb-Seliyer";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Central zone";"Seb Seliyer";NA;NA;"Eurasia";"Iran"
"NOCODE_Sechuran";"Sechuran";"Sechuran";-80,828247;-5,568969;"South America";"Peru"
"NOCODE_Sengmai";"Sino-Tibetan, Brahmaputran, Jingpho-Luish, Sak, Andro-Sengmai";"Sengmai";93,881401;24,945633;"Eurasia";"Myanmar"
"NOCODE_Serengeti-Dorobo";"Unclassifiable";"Serengeti-Dorobo";NA;NA;"Africa";"Tanzania "
"NOCODE_Shang";"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Western Benue-Congo Plateau, Northwestern Benue-Congo Plateau, Hyamic";"Shang";NA;NA;"Africa";"Nigeria"
"NOCODE_Shanjo";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Botatwe, Western Botatwe, Zambezi Hook";"Shanjo";NA;NA;"Africa";"Zambia"
"NOCODE_Shiwa";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Njem (A.80), Mvumboic";"Shiwa";NA;NA;"Africa";"Gabon"
"NOCODE_Silla";"Unclassifiable";"Silla";NA;NA;"Eurasia";"South Korea"
"NOCODE_Sisiqa";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, St George linkage, Northwest Solomonic, Choiseul, East Choiseul, Southeast Choiseul";"Sisiqa";156,83;-7;"Papua";"Solomon Islands"
"NOCODE_Siti";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Southern Central Gur, Grusi, East-West Grusi, Western Grusi";"Siti";-2,75;9,1667;"Africa";"Ivory Coast"
"NOCODE_Solombala-English";"Pidgin, English based pidgin";"Solombala English";NA;NA;"Eurasia";"Russia "
"NOCODE_Sorbung";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Old Kuki";"Sorbung";94,315422;24,7473696;"Eurasia";"India"
"NOCODE_South-Arabian-Unknown-k";"Unclassifiable";"South-Arabian-Unknown-k";NA;NA;"Eurasia";"Saudi Arabia"
"NOCODE_South-Australian-Pidgin-English";"Pidgin, English based pidgin";"South Australian Pidgin English";NA;NA;"Australia";"Australia"
"NOCODE_South-Eastern-Tasmanian-Hinterland";"South-Eastern_Tasmanian";"South-Eastern-Tasmanian-Hinterland";146,885376;-42,988576;"Australia";"Australia"
"NOCODE_Southern-Coastal-Yuin";"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Yuin";"Southern Coastal Yuin";149,7169306;-37,06227181;"Australia";"Australia"
"NOCODE_Southern-Inland-Yuin";"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Yuin";"Southern Inland Yuin";148,7238073;-36,30008261;"Australia";"Australia"
"NOCODE_Southern-Khanty";"Uralic, Khantyic, West Khanty";"Southern Khanty";NA;NA;"Eurasia";"Russia"
"NOCODE_South-Lucanian";"Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Southern Romance";"South Lucanian";NA;NA;"Eurasia";"Italy"
"NOCODE_Surgut-Khanty";"Uralic, Khantyic, East Khanty";"Surgut Khanty";NA;NA;"Eurasia";"Russia"
"NOCODE_Syan";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, North Nyanza";"Syan";NA;NA;NA;"Uganda"
"NOCODE_Sydney";"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Kuri, Sydney-Hawkesbury";"Sydney";150,3490464;-33,52925837;"Australia";"Australia"
"NOCODE_Syriem";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Old Kuki, Aimol-Syriem";"Syriem";92,902908;24,943729;"Eurasia";"India"
"NOCODE_Tabancale";"Unclassifiable";"Tabancal";NA;NA;"South America";"Peru"
"NOCODE_Tacunyape";"Tupian, Maweti-Guarani, Aweti-Guarani, Tupi-Guarani, Tupi-Guarani Subgroup VIII, Guaja-Kaapor-Anambe, Unclassified Guaja-Kaapor-Anambe";"Tacunyape";NA;NA;"South America";"Brazil"
"NOCODE_Taensa";"Spurious";"Taensa";NA;NA;"North America";"United States"
"NOCODE_Taimyr-Pidgin-Russian";"Pidgin, Russian based";"Taimyr Pidgin Russian";NA;NA;"Eurasia";"Russia"
"NOCODE_Taita";"Unclassifiable";"Cushitic Taita";NA;NA;"Africa";"Kenya"
"NOCODE_Tallan";"Tallan";"Tallan";-80,651093;-5,330824;"South America";"Peru"
"NOCODE_Tangam";"Sino-Tibetan, Macro-Tani, Tani, Pre-Western Tani, Damu-Tangam";"Tangam";94,98;28,95;"Eurasia";"India"
"NOCODE_Tangwang";"Sino-Tibetan, Sinitic, Northern Chinese, Mandarinic";"Tangwang";103,54273;35,803799;"Eurasia";"China"
"NOCODE_Tanpachoa";"Unclassifiable, Sonoran";"Tanpachoa";NA;NA;"North America";"Mexico"
"NOCODE_Tapajo";"Unclassifiable";"Tapajo";NA;NA;"South America";"Brazil"
"NOCODE_Tarairiu";"Unclassifiable";"Tarairiu";-37,509155;-5,5471;"South America";"Brazil"
"NOCODE_Taruma";"Taruma";"Taruma";-59,904786;-0,90963;"South America";"Brazil"
"NOCODE_Taut-Batu";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Palawanic, Southern Palawanic";"Taut Batu";NA;NA;"Papua";"Philippines"
"NOCODE_Tawende";"Unattested, Nambiquaran, Nambikwara Complex, Northern Nambiquaran";"Tawende";NA;NA;"South America";"Brazil"
"NOCODE_Tembey";"Unclassifiable";"Tembey";NA;NA;"South America";"Brazil"
"NOCODE_Teojomulco-Chatino";"Otomanguean, Eastern Otomanguean, Popoloca-Zapotecan, Zapotecan, Chatino";"Teojomulco Chatino";NA;NA;NA;"Mexico"
"NOCODE_Tep";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern Bantoid, Mambiloid, Nizaa-Mambila-Vute, Konja-Mambila-Vute, Mambila-Vute, Vutic";"Tep";11,117363;6,675724;"Africa";"Nigeria"
"NOCODE_Tetserret";"Afro-Asiatic, Berber, Western Berber";"Tetserret";5,699722;14,973333;"Africa";"Niger"
"NOCODE_Teushen";"Chonan, Continental Chonan";"Teushen";-70,187989;-43,187556;"South America";"Chile"
"NOCODE_Theen";"Austroasiatic, Khmuic, Phay-Pram, Pramic";"Theen";NA;NA;"Eurasia";"Laos"
"NOCODE_Tijuana-Sign";"Sign Language, Deaf Sign Language";"Tijuana Sign Language";NA;NA;"North America";"Mexico"
"NOCODE_Timote-Cuica";"Timote-Cuica";"Timote-Cuica";-70,975342;8,848165;"South America";"Venezuela"
"NOCODE_Tiverighotto";"Cariban, Guianan, Wayanaic";"Tiverighotto";-62,515411;10,102185;"South America";"Venezuela"
"NOCODE_Tolai-Nakanai-Trade";"Pidgin, Minigir based";"Tolai-Nakanai-Trade";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Tombidi";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Keleic, Kele-Sake, Kele-Tombidi";"Tombidi";NA;NA;"Africa";"Gabon"
"NOCODE_Tongva";"Uto-Aztecan, Northern Uto-Aztecan, Californian Uto-Aztecan, Serran";"Tongva";NA;NA;"North America";"United States"
"NOCODE_Tosu";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Ersuic";"Tosu";102,083333;28,533333;"Eurasia";"China"
"NOCODE_Tshobdun";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Qiangic, Gyalrongic, Core Gyalrong, Northern Gyalrong";"Tshobdun";NA;NA;"Eurasia";"China"
"NOCODE_Tsixa";"Khoe-Kwadi, Khoe, Non-Khoekhoe";"Ts'ixa";23,998153;-19,180953;"Africa";"Botswana"
"NOCODE_Tukang-Besi-Pidgin";"Pidgin, Tukang Besi based";"Pidgin Tukang Besi";NA;NA;"Papua";"Indonesia (Papua)"
"NOCODE_Tule-Kaweah";"Yokutsan, General Yokuts, Nim Yokuts";"Tule-Kaweah Yokuts";-118,768616;36,05354;"North America";"United States"
"NOCODE_Tunisian-Zuwara";"Afro-Asiatic, Berber, Zenatic";"Tunisian-Zuwara Berber";11,299621;32,863859;"Africa";"Tunisia"
"NOCODE_Tunumiisiut";"Eskimo-Aleut, Eskimo, Inuit";"Tunumiisiut";NA;NA;"Eurasia";"Denmark"
"NOCODE_Turku";"Pidgin, Arabic based pidgin";"Turku";NA;NA;"Africa";"Chad"
"NOCODE_Tushan";"Spurious";"Tushan Names";NA;NA;"Eurasia";"Iran"
"NOCODE_Uainuma-Mariate";"Arawakan, Northern Maipuran, Inland Northern Maipuran, Japura-Colombia, Nuclear Japura-Colombia, Yucunic";"Uainuma-Mariate";-68,435669;-2,676394;"South America";"Brazil"
"NOCODE_Uirina";"Arawakan, Northern Maipuran, Negro-Roraima, Bahuanaic";"Uirina";-63,76648;0,662461;"South America";"Brazil"
"NOCODE_Ulterior-Mixe";"Mixe-Zoque, Mixe, Oaxaca Mixe";"Ulterior-Mixe";-96,05;17,36;"North America";"Mexico"
"NOCODE_Umiida-Unggarangu";"Worrorran, Western Worrorran";"Umiida-Unggarangu";125,00061;-16,559333;"Australia";"Australia"
"NOCODE_Upper-Riverland";"Pama-Nyungan, Southeastern Pama-Nyungan, Victorian Pama-Nyungan, Lower Murray";"Upper Riverland";NA;NA;"Australia";"Australia"
"NOCODE_Upper-Umpqua";"Athapaskan-Eyak-Tlingit, Athapaskan-Eyak, Athapaskan, Pacific Coast Athapaskan, Oregon Athapaskan";"Upper Umpqua";NA;NA;"North America";"United States"
"NOCODE_Urucucus";"Unclassifiable";"Urucucus";NA;NA;"South America";"Brazil"
"NOCODE_Urupa";"Chapacuran, Moreic-Waric, Waric, Urupa-Yaru";"Urupa";-62,75;-10,25;"South America";"Brazil"
"NOCODE_Uwinymil";"Gunwinyguan, Western Gunwinyguan, Warrayic";"Uwinymil";NA;NA;"Australia";"Australia "
"NOCODE_Vazimba";"Unclassifiable";"Vazimba";NA;NA;"Africa";"Madagascar"
"NOCODE_Vili";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Sigu-Njebi, Njebi (B.50)";"Vili of Ngounie";NA;NA;"Africa";"Gabon"
"NOCODE_Vivti";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Malakula, Eastern Malakula linkage, Nititi-Vivti";"Vivti";167,5;-16,28;"Papua";"Vanuatu"
"NOCODE_Wagu";"Sepik, Sepik Hill, Central Sepik Hill, Bahinemic";"Wagu";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Walangama";"Pama-Nyungan, Paman, Norman Pama";"Walangama";142,4891266;-17,60243295;"Australia";"Australia"
"NOCODE_Wanyam";"Chapacuran, Moreic-Waric, Waric, Wanham-Wari-Oro Win";"Wanyam";-63,1;-12,1;"South America";"Brazil"
"NOCODE_Warekena-Velha";"Arawakan, Northern Maipuran, Inland Northern Maipuran, Japura-Colombia, Nuclear Japura-Colombia, Warekena-Mandahuaca";"Warekena Velha";NA;NA;NA;"Brazil"
"NOCODE_Warrnambool";"Pama-Nyungan, Southeastern Pama-Nyungan, Victorian Pama-Nyungan, Kulin-Bunganditj, Warrnambool-Bunganditj";"Warrnambool";142,4608;-38,345;"Australia";"Australia"
"NOCODE_Wathawurrung";"Pama-Nyungan, Southeastern Pama-Nyungan, Victorian Pama-Nyungan, Kulin-Bunganditj, Kulin, Nuclear Kulin";"Wathawurrung";144,1013148;-37,68777565;"Australia";"Australia"
"NOCODE_Wavu-II";"Unclassifiable";"Wavu-II";NA;NA;"Africa";"Togo"
"NOCODE_Wayumara";"Cariban, Guianan, Maquiritari-Wayumara";"Wayumara";-61,210785;3,133111;"South America";"Brazil"
"NOCODE_Wenro";"Unclassifiable, Iroquoian, Northern Iroquoian";"Wenro";NA;NA;"North America";"United States"
"NOCODE_Western-Coastal-Tasmanian";"Western_Tasmanian";"Western Coastal Tasmanian";145,204468;-41,885921;"Australia";"Australia"
"NOCODE_Western-Jicaque";"Jicaquean";"Western Jicaque";NA;NA;"North America";"Nicaragua"
"NOCODE_Western-Victoria";"Pama-Nyungan, Southeastern Pama-Nyungan, Victorian Pama-Nyungan, Kulin-Bunganditj, Kulin, Nuclear Kulin";"Western Victoria";143,6694397;-34,13829932;"Australia";"Australia"
"NOCODE_West-Greenlandic-Eskimo-Pidgin";"Pidgin, Eskimo based pidgin";"West Greenlandic Eskimo Pidgin";NA;NA;"Eurasia";"Denmark"
"NOCODE_West-Nyala";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Saamia-Wanga, Western Luyia";"West Nyala";NA;NA;"Africa";"Kenya"
"NOCODE_West-Taa";"Tuu, Hua, Taa";"West !Xoon";NA;NA;"Africa";"Namibia"
"NOCODE_Winjarumi";"Worrorran, Western Worrorran";"Winjarumi";124,539184;-15,355178;"Australia";"Australia"
"NOCODE_Woiwurrung";"Pama-Nyungan, Southeastern Pama-Nyungan, Victorian Pama-Nyungan, Kulin-Bunganditj, Kulin, Nuclear Kulin";"Woiwurrung";145,5879962;-37,64264501;"Australia";"Australia "
"NOCODE_Womo-Sumararu";"Sko, Skou-Serra-Piore, Serra Hills, Rawo-Main Serra";"Womo-Sumararu";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Wulwulam";"Gunwinyguan, Western Gunwinyguan, Warrayic, Unclassified Warrayic";"Wulwulam";NA;NA;"Australia";"Australia"
"NOCODE_Wuthathi";"Pama-Nyungan, Paman, Northern Pama";"Wuthathi";NA;NA;"Australia";"Australia"
"NOCODE_WW2-Pidgin-German";"Pidgin, German based";"WW2 Pidgin German";NA;NA;"Eurasia";"Germany"
"NOCODE_Xinca-Chiquimulilla";"Xincan, Xinca Shared Grammatical Traits";"Xinca-Chiquimulilla";-90,380259;14,083301;"North America";"Guatemala"
"NOCODE_Xinca-Guazacapan";"Xincan";"Xinca-Guazacapan";-90,416651;14,069981;"North America";"Guatemala"
"NOCODE_Xinca-Sinacantan";"Xincan, Unclassified Xincan";"Xinca-Sinacantan";-90,358486;14,126921;"North America";"Guatemala"
"NOCODE_Xinca-Yupiltepeque";"Xincan";"Xinca-Yupiltepeque";-89,790974;14,194497;"North America";"Guatemala"
"NOCODE_Xinka-Jumaytepeque";"Xincan, Xinca Shared Grammatical Traits";"Xinka-Jumaytepeque";-90,256519;14,341898;"North America";"Guatemala"
"NOCODE_Xoco";"Unclassifiable";"Xoco";NA;NA;"South America";"Brazil"
"NOCODE_Yadhaykenu";"Pama-Nyungan, Paman, Northern Pama, Uradhic";"Yadhaykenu";NA;NA;"Australia";"Australia"
"NOCODE_Yagara";"Pama-Nyungan, East Queensland Border Pama Nyungan";"Yagara";152,4602773;-27,87647555;"Australia";"Australia "
"NOCODE_Yamasee";"Unattested";"Yamasee";NA;NA;"North America";"United States"
"NOCODE_Yambe";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Makaa-Njem (A.80), Pomo-Bomwali, Ndzem-Bomwali";"Yambe";17,530517;2,504085;"Africa";"Congo"
"NOCODE_Yanacona";"Unclassifiable";"Yanacona";NA;NA;"South America";"Colombia"
"NOCODE_Yanda.";"Pama-Nyungan, Greater Maric, Guwa-Maric, Guwa-Yanda";"Yanda";NA;NA;NA;NA
"NOCODE_Yao";"Cariban, Guianan, Wayanaic";"Yebarana";NA;NA;"South America";"Venezuela"
"NOCODE_Yarli";"Pama-Nyungan, Yarli-Baagandji";"Yarli";140,9591946;-29,49049805;"Australia";"Australia"
"NOCODE_Yaroame";"Yanomamic, Ninam-Yanomam-Yaroame, Yanomam-Yaroame";"Yaroame";-62,230225;1,720201;"South America";"Brazil"
"NOCODE_Yaru";"Chapacuran, Moreic-Waric, Waric, Urupa-Yaru";"Yaru";-62;-10,25;"South America";"Brazil"
"NOCODE_Yaruma";"Cariban, Pekodian, Xinguan";"Yaruma";-52,8;-11,6333;"South America";"Brazil"
"NOCODE_Yelelihre";"Unattested, Nambiquaran, Nambikwara Complex, Northern Nambiquaran";"Yelelihre";NA;NA;"South America";"Brazil"
"NOCODE_Yemeni-Sign";"Sign Language, Deaf Sign Language, Arab Sign";"Yemeni Sign Language";NA;NA;"Eurasia";"Yemen"
"NOCODE_Yilan-Creole-Japanese";"Japonic, Japanesic, Japan-Taiwan Japanese";"Yilan Creole Japanese";NA;NA;"Papua";"Taiwan"
"NOCODE_Yimas-Alamblak-Pidgin";"Pidgin, Yimas based pidgin";"Yimas-Alamblak-Pidgin";NA;NA;"Papua";"Papua New Guinea"
"NOCODE_Yimas-Arafundi-Pidgin";"Pidgin, Yimas based pidgin";"Yimas-Arafundi-Pidgin";NA;NA;"Papua";"Papua New Guinea"
