"iso";"discription";"lang";"longitude";"latitude";"macro_area";"country.x"
"syi";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Sheke";"Seki";9,79206;1,523015;"Africa";"Gabon"
"syk";"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara";"Sukur";13,64369;10,8933;"Africa";"Nigeria"
"syl";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Gauda-Kamrupa, Gauda-Banga, Eastern Bengali";"Sylheti";92,25347;24,83724;"Eurasia";"Canada"
"sym";"Mande, Eastern Mande, Bisa-Busa, Samo-Busa, Mande Samo";"Maya Samo";-2,72732;13,18114;"Africa";"Burkina Faso"
"syn";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic, Central Eastern Aramaic, North-Eastern Neo-Aramaic, Trans-Zab, South-Eastern Trans-Zab";"Senaya";51,43631;35,77764;"Eurasia";"United States Australia Iran "
"syo";"Austroasiatic, Pearic, Western Pearic, Southern Chong";"Suoy";104,13608;11,93601;"Eurasia";"Cambodia "
"sys";"Central_Sudanic, Sara-Bongo-Bagirmi";"Sinyar";22,52785;12,189535;"Africa";"Sudan"
"syw";"Sino-Tibetan, Bodic, Bodish, Old-Modern Tibetan, Tibetic, South-Western Tibetic, Kyirong-Kagate, Yolmo-Kagate";"Kagate";86,16753;27,44921;"Eurasia";"Nepal"
"syx";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Keleic, Greater Kota, Ndasa-Wumbvu-Samay";"Osamayi";NA;NA;NA;"Gabon"
"syy";"Sign Language, Village Sign Language";"Al-Sayyid Bedouin Sign Language";NA;NA;"Eurasia";"Israel"
"sza";"Austroasiatic, Aslian, South Aslian, Semelai-Semaq";"Semelai";102,8062;2,82799;"Eurasia";"Malaysia (Peninsular)"
"szb";"Nuclear_Trans_New_Guinea, Asmat-Awyu-Ok, Awyu-Ok, Ok-Oksapmin, Ok";"Ngalum";141,03032;-4,67682;"Papua";"Indonesia (Papua)"
"szc";"Austroasiatic, Aslian, South Aslian, Semelai-Semaq";"Semaq Beri";102,81572;4,1217;"Eurasia";"Malaysia (Peninsular)"
"szd";"Spurious, Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Sarawak-Melanau-Kajang, Melanau-Kajang, Melanau";"Seru";112,13325;1,73885;"Papua";"Malaysia (Peninsular)"
"sze";"Blue_Nile_Mao, West Mao, Hozo-Seze";"Seze";34,64486;9,50764;"Africa";"Ethiopia"
"szg";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Bangi-Ntomba, Kela-Ntomba";"Sengele";17,2965;-1,92256;"Africa";"Democratic Republic of the Congo"
"szl";"Indo-European, Balto-Slavic, Slavic, West Slavic, Czech-Slovak, Czech-Lach";"Silesian";NA;NA;"Eurasia";"Poland"
"szn";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, West Central Maluku, Buru-Sula-Taliabo, Sula-Buru, Sulaic";"Sula";125,9656;-2,30765;"Papua";"Indonesia (Papua)"
"szp";"Inanwatan";"Suabo";132,15658;-2,07971;"Papua";"Indonesia (Papua)"
"szv";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Sawabantu, Dualaic, Kole-Isubu";"Isu (Fako Division)";9,36535;3,96758;"Africa";"Cameroon"
"szw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Greater SHWNG, South Halmahera-West New Guinea, Raja Ampat-South Halmahera, South Halmahera, Central-Eastern South Halmahera";"Sawai";128,08564;0,51111;"Papua";"Indonesia (Papua)"
"taa";"Athapaskan-Eyak-Tlingit, Athapaskan-Eyak, Athapaskan, Northern Athapaskan";"Lower Tanana";-149,45142;64,88341;"North America";"United States"
"tab";"Nakh-Daghestanian, Daghestanian, Lezgic, Nuclear Lezgic, East Lezgic";"Tabassaran";47,83791;42,01976;"Eurasia";"Russia"
"tac";"Uto-Aztecan, Southern Uto-Aztecan, Tarahumara-Guarijio, Tarahumaran";"Lowland Tarahumara";-107,85428;27,46229;"North America";"Mexico"
"tad";"Lakes_Plain, Tariku, West Tariku";"Tause";136,89869;-2,8406;"Papua";"Indonesia (Papua)"
"tae";"Arawakan, Northern Maipuran, Inland Northern Maipuran, Japura-Colombia, Nuclear Japura-Colombia, Baniwa-Curripaco-Tariano";"Tariana";-68,904165;0,440205;"South America";"Brazil"
"taf";"Tupian, Maweti-Guarani, Aweti-Guarani, Tupi-Guarani, Tupi-Guarani Subgroup IV";"Tapirape";-50,54379;-10,53729;"South America";"Brazil"
"tag";"Rashad";"Tagoi";30,93062;12,03457;"Africa";"Sudan"
"tah";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, Polynesian, Nuclear Polynesian, Northern Outlier Polynesian-East Polynesian, Solomons Northern Outlier Polynesian-East Polynesian, Central Northern Outlier Polynesian-East Polynesian, East Polynesian, Central Eastern Polynesian, Tahitian-Austral";"Tahitian";-149,450226;-17,648472;"Papua";"New Zealand"
"taj";"Sino-Tibetan, Bodic, Kaike-Ghale-Tamangic, Ghale-Tamangic, Tamangic, Nuclear Tamang";"Eastern Tamang";87,083225;27,32386;"Eurasia";"Nepal"
"tak";"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Guruntumic, Tala-Sho-Zangwal";"Tala";9,85457;10,23301;"Africa";"Nigeria"
"tal";"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic";"Tal";9,50774;9,15354;"Africa";"Nigeria"
"tam";"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Tamiloid";"Tamil";78,825989;10,520219;"Eurasia";"Bahrain"
"tan";"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic, Tangale-Kwami-Kupto";"Tangale";11,32278;9,75444;"Africa";"Nigeria"
"tao";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Batanic";"Yami";121,54423;22,055;"Papua";"Taiwan"
"tap";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Bwile-Bemba, Sabi, Southern Sabi, Bemba (M.40)";"Taabwa";29,52377;-7,91416;"Africa";"Democratic Republic of the Congo"
"taq";"Afro-Asiatic, Berber, Tuareg";"Tamasheq";-2,41269;14,20384;"Africa";"Burkina Faso"
"tar";"Uto-Aztecan, Southern Uto-Aztecan, Tarahumara-Guarijio, Tarahumaran";"Central Tarahumara";-107,15356;27,56478;"North America";"Mexico"
"tas";"Pidgin, French based pidgin";"Tay Boi";108,25717;13,8962;"Eurasia";"Viet Nam"
"tat";"Turkic, Common Turkic, Oghuz-Kipchak-Uyghur, Oghuz, Kipchak, North Kipchak";"Tatar";50;55;"Eurasia";"Turkey"
"tau";"Athapaskan-Eyak-Tlingit, Athapaskan-Eyak, Athapaskan, Northern Athapaskan";"Upper Tanana";-141,369535;62,686735;"North America";"Canada"
"tav";"Tucanoan, Eastern Tucanoan, Eastern Eastern Tucanoan, Eastern Eastern Tucanoan I, Bara-Tatuyo";"Tatuyo";-70,53265;0,55582;"South America";"Colombia"
"taw";"Nuclear_Trans_New_Guinea, Madang, Kalamic-South Adelbert, Kalam-Kobon, Etp-Ti Kalam";"Tai";144,65989;-5,29223;"Papua";"Papua New Guinea"
"tax";"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3, Saba-Sokoro-Tamki";"Tamki";18,22955;11,49256;"Africa";"Chad"
"tay";"Austronesian, Nuclear Austronesian, Atayalic";"Atayal";121,38819;24,52089;"Papua";"Taiwan"
"taz";"Narrow_Talodi, Buram-Saraf, Acheron-Tocho";"Tocho";30,15669;10,88282;"Africa";"Sudan"
"tba";"Aikana";"Aikana";-60,53527;-12,66946;"South America";"Brazil"
"tbb";"Spurious";"Tapeba";-40,33333;-4,99999;"South America";"Brazil"
"tbc";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Bel-Roinji-Nenaya, Bel, Western Bel";"Takia";145,97454;-4,69057;"Papua";"Papua New Guinea"
"tbd";"Kaki_Ae";"Kaki Ae";145,81569;-7,9946;"Papua";"Papua New Guinea"
"tbe";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Temotu, Utupua-Vanikoro, Utupua";"Tanimbili";166,50726;-11,29748;"Papua";"Solomon Islands"
"tbf";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tabar linkage";"Mandara";151,95641;-2,7828;"Papua";"Papua New Guinea"
"tbg";"Nuclear_Trans_New_Guinea, Kainantu-Goroka, Kainantu, Tairora";"North Tairora";145,95929;-6,51563;"Papua";"Papua New Guinea"
"tbh";"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Yuin, Northern Costal Yuin";"Thurawal";147,47512;-35,28532;"Australia";"Australia"
"tbi";"Eastern_Jebel";"Gaam";33,97968;11,46742;"Africa";"Sudan"
"tbj";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Meso Melanesian linkage, New Ireland-Northwest Solomonic linkage, Tungak-Nalik";"Tiang";150,93502;-2,95505;"Papua";"Papua New Guinea"
"tbk";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Kalamian";"Calamian Tagbanwa";120,0938;12,07158;"Papua";"Philippines"
"tbl";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Bilic, Tboli-Blaan";"Tboli";124,53755;6,20377;"Papua";"Philippines"
"tbm";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Ndogo-Sere";"Tagbu";26,44754;4,6852;"Africa";"Democratic Republic of the Congo"
"tbn";"Chibchan, Core Chibchan, Magdalenic, Southern Magdalenic, Tunebo";"Barro Negro Tunebo";-72,04398;6,12622;"South America";"Colombia"
"tbo";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Nuclear Papuan Tip linkage, North Papuan Mainland-D'Entrecasteaux linkage, Are-Taupota linkage, Taupota linkage";"Tawala";150,64383;-10,3115;"Papua";"Papua New Guinea"
"tbp";"Lakes_Plain, East Lakes Plain";"Taworta";139,06064;-3,43455;"Papua";"Indonesia (Papua)"
"tbr";"Kadugli-Krongo, Central-Western Kadugli-Krongo, Krongo-Tumtum ";"Tumtum";30,4128;10,63777;"Africa";"Sudan"
"tbs";"Lower_Sepik-Ramu, Ramu, Ataitan";"Tanguat";144,92706;-4,57282;"Papua";"Papua New Guinea"
"tbt";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, Forest Kivu";"Tembo (Kitembo)";28,57779;-1,91863;"Africa";"Democratic Republic of the Congo"
"tbu";"Uto-Aztecan, Southern Uto-Aztecan";"Tubar";-110,99999;29,99999;"North America";"Mexico"
"tbv";"Spurious, Nuclear_Trans_New_Guinea, Finisterre-Huon, Huon, Eastern Huon";"Tobo";147,37562;-6,36263;"Papua";"Papua New Guinea"
"tbw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Palawanic, Northern Palawanic";"Tagbanwa";118,49736;9,54263;"Papua";"Philippines"
"tbx";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, South Huon Gulf linkage, Buang linkage";"Kapin";146,52882;-7,05732;"Papua";"Papua New Guinea"
"tby";"North_Halmahera, Northern North Halmahera, Mainland North Halmaheran";"Tabaru";127,63279;1,46563;"Papua";"Indonesia (Papua)"
"tbz";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Northern Central Gur, Bwamu-Oti-Volta, Oti-Volta, Nuclear Oti-Volta, Oti-Volta Oriental, Waama-Tayari-Ditammari, Tayari-Ditammari, Ditammaric";"Ditammari";1,18045;10,16143;"Africa";"Togo"
"tca";"Ticuna-Yuri";"Ticuna";-69,87233;-3,66289;"South America";"Brazil"
"tcb";"Athapaskan-Eyak-Tlingit, Athapaskan-Eyak, Athapaskan, Northern Athapaskan";"Tanacross";-143,3381;63,40459;"North America";"United States"
"tcc";"Nilotic, Southern Nilotic, Tatoga-Omotik";"Datooga";35,23207;-4,4131;"Africa";"Tanzania"
"tcd";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Ka-Togo, Avatime-Nyangbo, Nyangbo-Tafi";"Tafi";0,39875;6,79522;"Africa";"Ghana"
"tce";"Athapaskan-Eyak-Tlingit, Athapaskan-Eyak, Athapaskan, Northern Athapaskan, Tutchone";"Southern Tutchone";-136,57324;60,78227;"North America";"Canada"
"tcf";"Otomanguean, Western Otomanguean, Tlapanec-Manguean, Subtiaba-Tlapanec, Mephaa";"Malinaltepec Me'phaa";-98,63221;17,21223;"North America";"Mexico"
"tcg";"Kayagaric, Kaygir-Tamagario";"Tamagario";138,89162;-6,64493;"Papua";"Indonesia (Papua)"
"tch";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Guinea Coast Creole English, Caribbean English Creole, Eastern Caribbean Creole, Gullah-Nevis-Antigua, Gullah, Bahamian Gullah";"Turks And Caicos Creole English";-71,74512;21,80781;"North America";"Turks and Caicos Islands "
"tci";"Morehead-Wasur, Morehead-Maro, Tonda, Wara-Kancha";"Wara";141,52007;-8,64917;"Papua";"Papua New Guinea"
"tck";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Mbere (B.60), Tsitsege-Ombamba";"Tchitchege";13,60008;-2,03393;"Africa";"Gabon"
"tcl";"Sino-Tibetan, Brahmaputran, Jingpho-Luish, Jingpho";"Taman (Myanmar)";95,11708;25,15664;"Eurasia";"Myanmar"
"tcm";"Tanahmerah";"Tanahmerah";133,17979;-2,5523;"Papua";"Indonesia (Papua)"
"tcn";"Sino-Tibetan, Bodic, Bodish, Old-Modern Tibetan, Tibetic, South-Western Tibetic, Dolpo-Tichurong";"Tichurong";83,46725;28,95064;"Eurasia";"Nepal"
"tco";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Burmish, Southern Burmish";"Taungyo";96,74008;20,41039;"Eurasia";"Myanmar"
"tcp";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Central Kuki-Chin";"Laamtuk Thet";94,09572;22,49964;"Eurasia";"Myanmar"
"tcq";"Lakes_Plain, Tariku, East Tariku, Doutai-Kai-Waritai";"Kaiy";138,16077;-2,94448;"Papua";"Indonesia (Papua)"
"tcs";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Pacific Creole English, Early Melanesian Pidgin";"Torres Strait Creole";142,692;-11,066;"Australia";"Australia"
"tct";"Tai-Kadai, Kam-Tai, Kam-Sui, Then-MMS";"T'en";107,30906;25,67173;"Eurasia";"China"
"tcu";"Uto-Aztecan, Southern Uto-Aztecan, Tarahumara-Guarijio, Tarahumaran";"Southeastern Tarahumara";-106,70616;26,72824;"North America";"Mexico"
"tcw";"Totonacan, Totonac, Central Totonacan, Northern Central Totonacan";"Tecpatlan Totonac";-97,84358;20,2957;"North America";"Mexico"
"tcx";"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda";"Toda";77,0168;11,41841;"Eurasia";"India"
"tcy";"Dravidian, South Dravidian, South Dravidian I, Tulu-Koraga, Tulu-Bellari";"Tulu";75,26509;12,81143;"Eurasia";"India"
"tcz";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Peripheral Kuki-Chin, North Peripheral Kuki-Chin, Thadoic";"Thado Chin";93,72203;24,09604;"Eurasia";"India"
"tda";"Songhay, Northwest Songhay, Northern Songhay";"Tagdal";6,83992;16,19078;"Africa";"Niger"
"tdb";"Indo-European, Indo-Iranian, Indo-Aryan, Bihari, Maithili-Magahi, Eastern Magahi";"Panchpargania";85,79659;23,44696;"Eurasia";"India"
"tdc";"Chocoan, Embera, San Juan, Upper San Juan";"Embera-Tado";-77,1533;5,23658;"South America";"Colombia"
"tdd";"Tai-Kadai, Kam-Tai, Be-Tai, Daic, Central-Southwestern Tai, Wenma-Southwestern Tai, Sapa-Southwestern Tai, Southwestern Tai, Southwestern Tai P, Shan Tai, Northern Shan";"Tai Nua";99,722045;21,7836725;"Eurasia";"Myanmar"
"tde";"Dogon, West Dogon";"Tiranige Diga Dogon";-3,7;14,76;"Africa";"Mali"
"tdf";"Austroasiatic, Bahnaric, Kasseng-Taliang";"Talieng";106,10205;16,52875;"Eurasia";"Laos"
"tdg";"Sino-Tibetan, Bodic, Kaike-Ghale-Tamangic, Ghale-Tamangic, Tamangic, Nuclear Tamang";"Western Tamang";85,05628;28,02386;"Eurasia";"Nepal"
"tdh";"Sino-Tibetan, Himalayish, Mahakiranti, Kiranti, Western Kiranti";"Thulung";87,60628;27,538895;"Eurasia";"Nepal"
"tdi";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Celebic, Eastern Celebic, Southeastern Celebic, Bungku-Tolaki, Western Bungku-Tolaki, Interior Bungku-Tolaki";"Tomadino";121,94366;-2,56493;"Papua";"Indonesia (Papua)"
"tdj";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Celebic, Tomini-Tolitoli, Tominic, Southern Tomini";"Tajio";120,00958;-0,31553;"Papua";"Indonesia (Papua)"
"tdk";"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Fyer-Tambas";"Tambas";9,32836;9,36039;"Africa";"Nigeria"
"tdl";"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Tarokoid, Kwanka-Sur";"Sur";9,49007;9,47958;"Africa";"Nigeria"
"tdn";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Minahasan, North Minahasan, Northeast Minahasan";"Tondano";124,96386;1,28024;"Papua";"United States"
"tdo";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Mumuye-Yandang, Yandang, Waka-Yendang-Teme";"Teme";11,38936;8,74437;"Africa";"Nigeria"
"tdq";"Atlantic-Congo, Volta-Congo, Benue-Congo, Unclassified Benue-Congo";"Tita";10,12723;8,19382;"Africa";"Nigeria"
"tdr";"Austroasiatic, Bahnaric, North Bahnaric, Hre-Sedang-Todrah-Monam";"Todrah";108,11401;14,5672;"Eurasia";"Viet Nam"
"tds";"Lakes_Plain, Tariku, East Tariku, Doutai-Kai-Waritai";"Doutai";138,21961;-3,24832;"Papua";"Indonesia (Papua)"
"tdt";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Timoric A, Central Timoric A, Tetumic";"Tetun Dili";125,58265;-8,58405;"Papua";"East Timor"
"tdu";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Greater Dusunic, Dusunic, Kadazan-Dusun";"Tempasuk Dusun";116,54476;6,36389;"Papua";"Malaysia (Peninsular)"
"tdv";"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Alumic, Alumu-Toro";"Toro";8,58194;9,09143;"Africa";"Nigeria"
"tdx";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, East Greater Barito, Malagasic, Southern Malagasic";"Tandroy-Mahafaly Malagasy";45,15152;-24,80155;"Africa";"Madagascar"
"tdy";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Mangyan";"Tadyawan";121,30537;13,02115;"Papua";"Philippines"
"tea";"Austroasiatic, Aslian, Central-Northern Aslian, Senoic, Lanoh-Semnam-Temiar";"Temiar";101,43761;4,974;"Eurasia";"Malaysia (Peninsular)"
"teb";"Spurious, Tucanoan, Western Tucanoan, Maijiki-Siona, Coreguaje-Siona, Siona-Secoya";"Tetete";-76,5761;-0,02668;"South America";"Ecuador"
"tec";"Nilotic, Southern Nilotic, Kalenjin, Central Kalenjin, Plateau Central Kalenjin";"Terik";35;0,6;"Africa";"Kenya"
"ted";"Atlantic-Congo, Volta-Congo, Kru, Western Kru, Grebo, Ivorian Grebo, Tepo-Plapo";"Tepo Krumen";-7,663455;5,162675;"Africa";"Liberia"
"tee";"Totonacan, Tepehua";"Huehuetla Tepehua";-97,93472;20,61888;"North America";"Mexico"
"tef";"Austroasiatic, Nicobaric, Nuclear Nicobaric, Chowra-Teressa";"Teressa";93,12972;8,23716;"Eurasia";"India"
"teg";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Mbere (B.60), Tsitsege-Ombamba, Ombambaic";"Teke-Tege";14,86636;-1,61688;"Africa";"Congo"
"teh";"Chonan, Continental Chonan";"Tehuelche";-68,32346;-47,57963;"South America";"Argentina"
"tei";"Nuclear_Torricelli, Kombio-Arapesh-Urat, Kombio-Yambes, Kombioic";"Aro";142,62226;-3,45292;"Papua";"Papua New Guinea"
"tek";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Teke (B.70)";"Ibali Teke";15,38931;-4,20697;"Africa";"Democratic Republic of the Congo"
"tel";"Dravidian, South Dravidian, South Dravidian II, Teluguic";"Telugu";78,702392;16,452944;"Eurasia";"Bahrain"
"tem";"Atlantic-Congo, Mel, Temne-Baga";"Timne";-12,33307;8,90294;"Africa";"Sierra Leone"
"ten";"Tucanoan, Western Tucanoan, Maijiki-Siona, Coreguaje-Siona, Siona-Secoya";"Tama (Colombia)";-75,24999;1,03332;"South America";"Colombia"
"teo";"Nilotic, Eastern Nilotic, Teso-Lotuxo-Maa, Teso-Turkana";"Teso";33,939385;1,18321;"Africa";"Kenya"
"tep";"Uto-Aztecan, Southern Uto-Aztecan, Tepiman, Tepehuan, Southern Tepehuan";"Tepecano";-101,72887;19,2343;"North America";"Mexico"
"teq";"Temein";"Temein";29,3898;11,8275;"Africa";"Sudan"
"ter";"Arawakan, Southern Maipuran, Bolivia-Parana, Terena-Kinikinao-Chane";"Tereno";-56,03292;-20,66136;"South America";"Brazil"
"tes";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Javanesic, Modern Javanese";"Tengger";113,03667;-7,89069;"Papua";"Indonesia (Papua)"
"tet";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Timoric A, Central Timoric A, Tetumic";"Tetum";125,527665;-9,112165;"Papua";"East Timor"
"teu";"Kuliak, Ngangea-So";"Soo";34,75954;2,58367;"Africa";"Uganda"
"tev";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, Teor-Kur";"Teor";131,737;-4,74159;"Papua";"Indonesia (Papua)"
"tew";"Kiowa-Tanoan, Tewa";"Rio Grande Tewa";-106,12405;35,90532;"North America";"United States"
"tex";"Surmic, South Surmic, Southwest Surmic, Didinga-Murle";"Tennet";32,63072;4,91107;"Africa";"Sudan"
